Ntrain	Dimsum2	SP2	Dimsum5	SP5	Dimsum10	SP10	Dimsum15	SP15	Dimsum20	SP20	Dimsum25	SP25	Smooth2	Smooth5	Smooth10	Smooth15	Smooth20	Smooth25
29	2.341845503	0.0004	2.789382049	0.0002	3.524622083	0.0002	5.285352206	0.048	5.895294783	0	4.304360933	0.003	0.0595	0.000533333	0.021733333	0.126333333	0.051233333	0.035066667
30	2.342111492	0.0058	2.819979055	0.2188	3.447125236	0.0008	5.266885642	0	5.855823292	0.0386	4.294493705	0	0.060466667	0.036733333	0.021833333	0.1251	0.0568	0.035066667
31	2.333341404	0.0004	2.81858667	0	3.435695637	0.0004	5.151819187	0.0674	5.783502722	0.1598	4.274962396	0.0142	0.002733333	0.036733333	0.0087	0.0369	0.0618	0.024933333
32	2.330061619	0.0008	2.829711521	0.0002	3.437686362	0	4.998174062	0.0952	5.660016757	0.0596	4.247653367	0.0144	0.0013	0.036733333	0.0087	0.052766667	0.071733333	0.027333333
33	2.327028736	0.0002	2.831737663	0.002	3.424169803	0	4.953214384	0.0026	5.675780454	0.0018	4.172943827	0.0026	0.0013	0.0369	0.0003	0.0356	0.043333333	0.027766667
34	2.33416047	0.0008	2.839558407	0	3.299767806	0.0862	4.944830841	0.0002	5.658609558	0	4.171776332	0	0.0014	0.036866667	0.0146	0.035566667	0.0433	0.0057
35	2.327058736	0.0002	2.843636278	0.0004	3.378223973	0.032	4.914211543	0.0028	5.564040192	0.005	4.158637198	0.0026	0.001366667	0.0369	0.0199	0.028033333	0.044133333	0.005633333
36	2.315634548	0.0002	2.847371497	0.0002	3.3769424	0.0002	4.927683742	0.0166	5.506738339	0.0042	4.163999919	0	0.000433333	0.000466667	0.0198	0.0308	0.0384	0.005633333
37	2.308227362	0.0002	2.82300829	0.0062	3.334008514	0.0006	4.821784605	0.066	5.409343972	0.0018	4.131333181	0.0054	0.0004	0.0015	0.019833333	0.030566667	0.012066667	0.004166667
38	2.300540959	0	2.817925573	0	3.23328378	0.024	4.593801407	0.304	5.417584278	0.0006	4.110114454	0	0.000266667	0.001466667	0.023833333	0.065366667	0.002233333	0.001766667
39	2.295678058	0	2.811323274	0.0002	3.216970538	0.0018	4.582607823	0.0006	5.473314751	0.0004	4.066901129	0	0.000233333	0.001166667	0.024133333	0.065033333	0.002	0.001333333
40	2.290306337	0.0002	2.810761496	0	3.222432878	0.0014	4.403191934	0.055	5.4788205	0.0004	4.027493357	0.0002	0.000133333	0.001166667	0.01	0.074166667	0.002066667	0.001366667
41	2.286374554	0.0002	2.803476286	0	3.218907323	0.0002	4.349846356	0.003	5.41009231	0.0004	3.860087579	0.037	0.000133333	0.0011	0.0047	0.0742	0.0013	0.0071
42	2.279759879	0	2.777226607	0.0002	3.14540522	0.0022	4.424379754	0.0046	5.239782847	0.1692	3.884260241	0.0006	0.0001	0.0011	0.005033333	0.0722	0.0288	0.0072
43	2.277917033	0.0004	2.761004004	0	3.152189775	0.003	4.399003764	0.0004	5.230275628	0.0002	3.846852286	0.016	0.000133333	6.66667E-05	0.005433333	0.061266667	0.028533333	0.008966667
44	2.267823858	0.0002	2.773993194	0.0002	3.168191754	0.0026	4.43517196	0.0232	5.221619863	0.0004	3.79372375	0.0012	0.000166667	0.0001	0.001866667	0.014466667	0.0285	0.009166667
45	2.262472838	0.0002	2.775130307	0	3.166483307	0.0012	3.899317542	0.5242	5.145544532	0.0312	3.77387861	0.0478	0.0002	6.66667E-05	0.001766667	0.101733333	0.033633333	0.017133333
46	2.245819624	0	2.845282538	0.3998	3.158814616	0.0002	3.99450186	0.0122	5.140684594	0	3.744558266	0.0004	0.000166667	0.0667	0.001566667	0.0946	0.033566667	0.017166667
47	2.241130384	0.0002	2.872837657	0	3.166157582	0.007	3.936698523	0.0008	5.060555039	0.0358	3.710791874	0.0064	0.000166667	0.0667	0.0027	0.094233333	0.039466667	0.012066667
48	2.232933976	0	2.904293193	0.0038	3.139702261	0.012	3.927203281	0.0002	5.071417666	0	3.681264027	0.0008	0.000166667	0.0673	0.004333333	0.0935	0.011266667	0.0121
49	2.228237076	0.0002	2.923685068	0	3.133913145	0	3.953717934	0.0004	5.009511243	0.0002	3.683405141	0	0.000133333	0.0673	0.003833333	0.0935	0.011266667	0.009433333
50	2.227777885	0	2.9234725	0.0048	3.139435457	0.0404	3.96069762	0.0052	4.910543608	0.0066	3.70685626	0.0032	0.0001	0.068066667	0.010133333	0.0905	0.0123	0.009766667
51	2.220292209	0.0004	2.898099094	0.004	3.093947342	0.0026	4.002695766	0.0012	4.880245713	0.0006	3.69853755	0	0.000133333	0.068733333	0.010366667	0.003333333	0.0072	0.0018
52	2.208516093	0.0002	2.899721107	0	3.077089837	0	3.842042078	0.3566	4.91485022	0	3.658175759	0.1158	0.000166667	0.0021	0.010333333	0.060733333	0.0072	0.021033333
53	2.202662731	0.0002	2.867412176	0.0018	3.033609157	0.0012	3.84369664	0.0004	4.792937136	0.014	3.61295848	0.0566	0.000166667	0.0024	0.009366667	0.060666667	0.003566667	0.0294
54	2.200606493	0	2.873963072	0	3.010054695	0	3.827767073	0.0006	4.511429154	0.331	3.587119326	0.0072	0.000166667	0.001766667	0.007366667	0.060733333	0.058733333	0.030466667
55	2.195266628	0	2.871140315	0.0002	3.025746248	0	3.793813943	0.0648	4.357038389	0.0284	3.583742491	0	0.000133333	0.0018	0.007366667	0.071466667	0.063433333	0.030466667
56	2.189059411	0	2.866285736	0	3.030899399	0	3.792323111	0	4.251031988	0.0088	3.591652864	0.0004	0.000133333	0.001	0.000633333	0.0706	0.0638	0.03
57	2.189049099	0	2.847953812	0	3.030033447	0	3.753307202	0.0028	4.10658082	0.0154	3.506192842	0.0124	6.66667E-05	0.000333333	0.0002	0.070866667	0.066266667	0.032066667
58	2.180210581	0.0002	2.85025812	0	2.916682165	0.0364	3.751506438	0.0006	3.516756267	0.4168	3.495315379	0.0002	6.66667E-05	0.000333333	0.006266667	0.011533333	0.135733333	0.0128
59	2.171448137	0.0002	2.850207215	0	2.915692173	0.0004	3.721500597	0.0034	3.265832391	0.0002	3.484086772	0.0004	6.66667E-05	3.33333E-05	0.006133333	0.012033333	0.133433333	0.003433333
60	2.167754859	0.0002	2.857498901	0.0002	2.913290446	0	3.718703331	0.0002	3.498712106	0.0004	3.46935237	0	0.0001	6.66667E-05	0.006133333	0.011966667	0.078333333	0.002233333
61	2.162815866	0.0002	2.851011783	0	2.899636484	0	3.72461932	0.0002	3.491060737	0.001	3.461969881	0.0004	0.000133333	3.33333E-05	0.006133333	0.0012	0.073766667	0.0023
62	2.161097768	0.0002	2.852397925	0	2.968800064	0.0094	3.749917875	0.0008	3.061632104	0.1498	3.388056503	0.0032	0.000166667	3.33333E-05	0.0077	0.001333333	0.097266667	0.002766667
63	2.155865377	0.0008	2.864187103	0	2.967630173	0	3.752900168	0.0012	3.011856536	0.0004	3.401294545	0	0.0003	3.33333E-05	0.0077	0.001066667	0.094766667	0.0007
64	2.153898803	0.0004	2.860534913	0	2.954000898	0	3.762948419	0.009	3.004645081	0	3.454445341	0	0.000333333	3.33333E-05	0.001633333	0.002466667	0.0253	0.000666667
65	2.150473182	0	2.840588063	0.0004	2.952868248	0	3.761739278	0	2.966381589	0.0038	3.457645746	0	0.0003	0.0001	0.001566667	0.0019	0.0259	0.0006
66	2.143379092	0.0004	2.8403023	0	3.076030619	0.0004	3.761346783	0.0004	2.931294281	0	3.360440595	0.0708	0.000333333	6.66667E-05	0.001633333	0.001933333	0.025833333	0.0124
67	2.147649113	0.0002	2.858852627	0	3.074669321	0.0004	3.72677176	0.0512	2.919665812	0.0004	3.353282295	0.0006	0.000333333	6.66667E-05	0.0017	0.010433333	0.025733333	0.012433333
68	2.144572785	0.0004	2.86206613	0	3.066861281	0	3.720384945	0	2.870590419	0.0022	3.286184185	0.0196	0.000366667	6.66667E-05	0.000133333	0.0103	0.001133333	0.015166667
69	2.141424891	0	2.86326049	0	3.088256073	0.0004	3.698041143	0.0282	3.08774662	0.0006	3.282006713	0.0004	0.000233333	6.66667E-05	0.0002	0.0148	0.001166667	0.015233333
70	2.137108238	0	2.885647769	0.015	3.093350219	0	3.691738531	0.0022	3.035256944	0.0006	3.278975594	0.0002	0.000166667	0.002566667	0.0002	0.013666667	0.001266667	0.015266667
71	2.133650074	0.0002	2.969478546	0.0008	3.081406693	0.0012	3.686460977	0	2.985771094	0.0668	3.347932287	0.0044	0.0002	0.002633333	0.0004	0.013666667	0.011766667	0.016
72	2.128182299	0.0002	2.976776158	0.0002	3.090798501	0.0064	3.683755186	0.001	2.964231189	0.0318	3.350630674	0	0.000166667	0.002666667	0.0014	0.013766667	0.017066667	0.0042
73	2.128126541	0	2.981893997	0	3.083552297	0	3.656482301	0.0114	2.967652498	0	3.321213615	0.0058	0.000133333	0.002666667	0.001333333	0.007133333	0.017	0.005066667
74	2.122603354	0.0002	2.978744035	0	2.980003554	0.0072	3.702341492	0.0088	2.967388433	0.0484	3.320484567	0	0.0001	0.002666667	0.002533333	0.0086	0.0247	0.0018
75	2.120567553	0	2.978841229	0	2.999271334	0.0004	3.705854634	0.0002	2.972221029	0.0006	3.283589693	0.0032	0.0001	0.002666667	0.002533333	0.003933333	0.0247	0.002266667
76	2.113897414	0.0002	2.972586482	0.0006	2.984248178	0.0002	3.700588839	0	2.9558861	0.0032	3.273916108	0.0006	0.000133333	0.000266667	0.002566667	0.003566667	0.025133333	0.002333333
77	2.113221093	0	2.978887095	0	2.97402658	0.0016	3.614209305	0.0302	2.956906512	0	3.305308564	0.003	0.0001	0.000133333	0.002633333	0.0086	0.014	0.0021
78	2.105971889	0	2.979443216	0	2.973423496	0.0002	3.594890522	0.0008	2.961884149	0.0056	3.299932788	0.0002	6.66667E-05	0.0001	0.0016	0.008566667	0.009633333	0.002133333
79	2.105096895	0	2.978080856	0	2.956715353	0.0026	3.611409436	0.0002	3.114709096	0.018	3.301908665	0.0002	6.66667E-05	0.0001	0.002033333	0.0067	0.012633333	0.0012
80	2.106283192	0	2.977789087	0	2.978637981	0	3.60543342	0.0002	3.135537228	0.0022	3.316400492	0	3.33333E-05	0.0001	0.000833333	0.005266667	0.004933333	0.0012
81	2.077234777	0	2.97792066	0	2.977623047	0	3.607593423	0.0004	3.180021901	0.064	3.33055069	0	3.33333E-05	0.0001	0.000766667	0.0053	0.0155	0.000666667
82	2.073580911	0.0004	3.02818958	0.0008	2.964008654	0.0004	3.639928913	0.0006	3.151848649	0.0016	3.317230309	0.0004	6.66667E-05	0.000133333	0.0008	0.0054	0.015233333	0.000633333
83	2.073857581	0	3.028949286	0	2.97531119	0.0006	3.655306632	0.0378	3.149966929	0.0002	3.315305191	0	6.66667E-05	0.000133333	0.000633333	0.006666667	0.015266667	0.000133333
84	2.070599828	0	3.036191481	0	3.006274483	0.0004	3.639377607	0.0006	3.158929511	0.0004	3.310061792	0.0002	6.66667E-05	0.000133333	0.000666667	0.006633333	0.0144	0.000133333
85	2.066167363	0	3.013485246	0.0002	2.991157273	0.0004	3.584238129	0.037	3.160155794	0	3.324890006	0.0008	6.66667E-05	0.000166667	0.0003	0.012766667	0.0114	0.000233333
86	2.064453663	0.0002	2.993205454	0.0188	2.993134051	0.0004	3.602699429	0.001	3.18733587	0.0698	3.326509775	0	0.0001	0.0033	0.000366667	0.0129	0.022666667	0.000233333
87	2.063093361	0	3.010959371	0	2.972994542	0.0004	3.554766971	0.0046	3.186147731	0	3.325936071	0	0.0001	0.0033	0.000433333	0.0136	0.012	0.000233333
88	2.061198383	0	3.01518678	0	2.969340015	0	3.555792242	0	3.183393687	0	3.281353525	0.0006	3.33333E-05	0.003166667	0.000366667	0.0135	0.011733333	0.000266667
89	2.083233942	0.2252	3.021627966	0.0016	2.968884268	0	3.515595126	0.0034	3.18077536	0.0004	3.28988528	0.0052	0.037566667	0.003433333	0.000266667	0.007766667	0.011766667	0.001133333
90	2.083340292	0	3.025467284	0	2.962837805	0.0006	3.531816218	0.0012	3.096892422	0.001	3.297751022	0.009	0.037566667	0.003433333	0.0003	0.007866667	0.011866667	0.0026
91	2.085446393	0.0002	3.02875245	0	2.957574834	0.0016	3.532794811	0.0014	3.096826367	0.0002	3.30166799	0	0.0376	0.0034	0.0005	0.001933333	0.0119	0.002466667
92	2.087241765	0	3.019416424	0.0004	2.960127117	0.0002	3.541925009	0.0026	3.091994626	0	3.305375246	0.006	0.037566667	0.000333333	0.000466667	0.0022	0.000266667	0.003466667
93	2.086462894	0	3.021208282	0	2.934785864	0.0002	3.540557191	0.0002	3.074302668	0.0128	3.297247045	0.0018	0.037566667	0.000333333	0.000433333	0.001466667	0.0024	0.003766667
94	2.082807396	0.0004	3.000695762	0.0028	2.935724098	0.0004	3.53287243	0.0002	3.073509535	0.0002	3.289366834	0	0.037633333	0.0008	0.0005	0.0015	0.002433333	0.003666667
95	2.081542406	0.0002	3.002334933	0	2.93550411	0	3.484466344	0.0018	3.077911695	0	3.2948616	0.0028	0.000133333	0.000533333	0.0005	0.001233333	0.002366667	0.003266667
96	2.080131508	0	3.00097917	0	2.930337498	0.0002	3.478885698	0.0004	3.080360447	0.0006	3.336282211	0.0006	0.000133333	0.000533333	0.000433333	0.0011	0.0023	0.001866667
97	2.07863297	0	2.97109347	0.0002	2.901855127	0.0006	3.478716415	0.0004	3.083954908	0.0004	3.330165914	0	0.0001	0.000566667	0.000266667	0.000933333	0.002333333	0.001866667
98	2.077803413	0.0002	2.970030662	0	2.904320779	0	3.477584716	0.0002	3.083375233	0.0004	3.330027061	0	0.000133333	0.0005	0.000233333	0.000533333	0.0024	0.000866667
99	2.076947175	0.0002	2.9600915	0.0004	2.904959238	0	3.468848539	0.002	3.079727442	0	3.32100998	0.0002	0.000166667	0.000566667	0.0002	0.000833333	0.000266667	0.0006
100	2.076518984	0.0002	2.957221529	0.003	2.911466066	0.0004	3.529015613	0.0042	3.08441088	0.0004	3.323017449	0	0.000133333	0.0006	0.0002	0.0015	0.0003	0.0006
101	2.266739293	0	2.955324421	0	2.916307617	0.0006	3.529263563	0.0008	3.117821657	0.0004	3.335552736	0.0014	0.0001	0.0006	0.0003	0.001333333	0.000366667	0.000366667
102	2.266789804	0	2.956578035	0	2.923212806	0.0002	3.539819542	0.0018	3.11582907	0	3.334878127	0.0002	0.0001	0.0006	0.0003	0.001566667	0.000266667	0.0003
103	2.265892317	0	2.961740168	0.0002	2.922029587	0	3.540867399	0	3.120497516	0.0028	3.328572097	0.0002	0.0001	0.0006	0.0002	0.0015	0.000666667	0.000333333
104	2.263416888	0	2.953561525	0	2.891340757	0.0014	3.620491248	0.0004	3.122811947	0.0004	3.32190326	0	6.66667E-05	0.0006	0.000433333	0.001533333	0.000666667	0.000333333
105	2.262354655	0	2.975884468	0	2.89086672	0	3.615108664	0	3.122844354	0	3.317734382	0.0126	3.33333E-05	0.000533333	0.000433333	0.0012	0.000666667	0.0024
106	2.261112327	0.0002	2.976051576	0	2.896081319	0.0006	3.596682839	0.0036	3.109613257	0.0002	3.321941667	0.0004	3.33333E-05	3.33333E-05	0.000466667	0.0011	0.000633333	0.002466667
107	2.257814471	0	2.975940576	0	2.890335294	0.0006	3.588274202	0.0046	3.115548913	0.0008	3.336869488	0.001	3.33333E-05	3.33333E-05	0.000466667	0.001733333	0.0007	0.0024
108	2.258405347	0	2.97729202	0	2.892303514	0.0002	3.533728388	0.0014	3.117648829	0	3.338921467	0	3.33333E-05	3.33333E-05	0.000466667	0.001666667	0.0007	0.002366667
109	2.257942211	0	2.987134318	0.007	2.90708394	0.0002	3.534265584	0	3.093069248	0.0004	3.334902142	0	3.33333E-05	0.001166667	0.0005	0.001666667	0.0003	0.002333333
110	2.257876717	0	2.992314303	0.0002	2.909957207	0.0012	3.523447033	0.0002	3.077200456	0.0002	3.330316563	0.0002	3.33333E-05	0.0012	0.000466667	0.001633333	0.000266667	0.002366667
111	2.25716623	0	2.989488591	0.0004	2.917556278	0.0004	3.521072704	0	3.072781595	0.0002	3.327943789	0	3.33333E-05	0.001266667	0.000533333	0.001633333	0.0003	0.000266667
112	2.257799695	0	2.994277291	0	2.90981792	0	3.518385255	0.0004	3.085033741	0.0006	3.287526819	0.0074	0	0.001266667	0.000433333	0.0011	0.000366667	0.001433333
113	2.256426139	0	2.987787075	0	2.912230635	0.0004	3.524975902	0.0014	3.091143579	0.0002	3.286933366	0.0002	0	0.001266667	0.0004	0.000566667	0.000266667	0.0013
114	2.255643817	0	2.987432733	0	2.891036323	0.0016	3.540472237	0.0002	3.120028502	0	3.268824384	0.0016	0	0.001266667	0.000633333	0.000366667	0.000266667	0.001566667
115	2.25750911	0	3.006956446	0.0004	2.8966656	0	3.582563164	0.0026	3.125081449	0.0008	3.262993551	0	0	0.000166667	0.0006	0.0008	0.000333333	0.001566667
116	2.265012622	0	3.003379304	0	2.89962206	0	3.579457093	0.0004	3.124637116	0	3.26110447	0.0004	0	0.000133333	0.0004	0.000833333	0.0003	0.0016
117	2.264342411	0	3.005434394	0	2.897453286	0	3.601192923	0.1598	3.154985826	0	3.269425784	0.0002	0	6.66667E-05	0.000333333	0.027466667	0.000266667	0.001633333
118	2.262353765	0	3.006802907	0	2.897560548	0	3.619550691	0.0002	3.172491876	0.0002	3.257151217	0	0	6.66667E-05	0.000333333	0.027433333	0.0002	0.0004
119	2.229791436	0	2.998146077	0	2.903930806	0	3.631990777	0	3.176817411	0.0002	3.248485323	0	0	6.66667E-05	0.000266667	0.0272	0.0002	0.000366667
120	2.228421039	0	2.996331184	0	2.907608956	0	3.633185204	0.0008	3.174528901	0	3.254114916	0	0	6.66667E-05	0	0.0273	0.0002	0.0001
121	2.227777494	0	2.987753194	0	2.907525551	0	3.663371068	0.0012	3.166375602	0.0982	3.24201044	0	0	0	0	0.027066667	0.016433333	0.0001
122	2.2275319	0	2.992424895	0.0002	2.871715529	0.0184	3.638895392	0.0082	3.18488389	0	3.247438283	0.0002	0	3.33333E-05	0.003066667	0.028366667	0.016433333	6.66667E-05
123	2.227003806	0	2.992794585	0.0002	2.873724406	0.0002	3.628516204	0.001	3.141344996	0.0006	3.243171355	0.0004	0	6.66667E-05	0.0031	0.0019	0.016533333	0.0001
124	2.234829716	0	2.993746355	0	2.86845582	0.0002	3.6416492	0.0012	3.13627361	0	3.242813087	0	0	6.66667E-05	0.003133333	0.002066667	0.0165	0.0001
125	2.743924908	0.2372	2.994494229	0	2.885574517	0	3.648444961	0.0006	3.129807298	0	3.235045456	0.0002	0.039533333	6.66667E-05	0.003133333	0.002166667	0.016466667	0.000133333
126	2.743736758	0	3.012843753	0	2.888038935	0	3.646934144	0.0002	3.131563297	0	3.234421986	0.0004	0.039533333	6.66667E-05	0.003133333	0.002066667	0.016466667	0.0002
127	2.742939412	0	3.004207117	0.0002	2.882595558	0	3.643920727	0	3.133634327	0	3.220137976	0.0004	0.039533333	0.0001	0.003133333	0.001866667	0.0001	0.000266667
128	2.742449708	0	3.075758087	0.3158	2.884682117	0.0002	3.688036196	0.001	3.130459549	0	3.220207933	0.0002	0.039533333	0.0527	0.0001	0.000666667	0.0001	0.000266667
129	2.738500199	0	3.075053497	0.0002	2.884552784	0	3.65316978	0.0006	3.130386506	0.0002	3.216767621	0.0002	0.039533333	0.0527	6.66667E-05	0.0006	3.33333E-05	0.000233333
130	2.833441636	0	3.08024119	0	2.877525563	0	3.672008146	0.0004	3.233224739	0.0186	3.225679581	0	0.039533333	0.0527	3.33333E-05	0.000466667	0.003133333	0.000233333
131	2.831664021	0	3.091287966	0	2.873803122	0.0002	3.658367514	0.0052	3.232741756	0	3.219689267	0	0	0.0527	6.66667E-05	0.001233333	0.003133333	0.0002
132	2.830614881	0	3.091292744	0	2.910845642	0.007	3.665309168	0	3.250325177	0.003	3.246531565	0.0004	0	0.0527	0.001233333	0.0012	0.003633333	0.0002
133	2.826854135	0.1314	3.104286201	0.0002	2.915878146	0	3.676310508	0.2334	3.231450187	0.0002	3.256310493	0	0.0219	0.0527	0.001233333	0.0401	0.003666667	0.000133333
134	2.826458984	0	3.109951634	0	2.917711982	0	3.730460201	0	3.277024104	0.0242	3.262427582	0	0.0219	6.66667E-05	0.0012	0.039933333	0.0077	0.0001
135	2.907200039	0.053	3.09319773	0.2804	2.908708425	0.0004	3.727725313	0.0006	3.287441582	0.0012	3.334985541	0.0014	0.030733333	0.046766667	0.001266667	0.039933333	0.007866667	0.0003
136	2.906188885	0	3.092409852	0	2.909735833	0	3.726713178	0	3.26790527	0.0006	3.329656595	0	0.030733333	0.046766667	0.001266667	0.039866667	0.004866667	0.0003
137	2.955732185	0	3.082226899	0.0004	2.923768487	0.0008	3.73753906	0.0002	3.274425297	0.0018	3.350451579	0	0.030733333	0.046833333	0.001366667	0.039033333	0.005166667	0.0003
138	2.955256123	0	3.099979682	0.0022	2.930548813	0.0012	3.774354436	0.015	3.261149399	0.0006	3.333405343	0.0002	0.030733333	0.0472	0.0004	0.041533333	0.004766667	0.000266667
139	2.950152163	0.0004	3.100350781	0	2.934034809	0.0004	3.791465724	0	3.287826676	0.0006	3.341757237	0.0092	0.0089	0.047166667	0.000466667	0.002633333	0.004833333	0.0018
140	2.948050872	0.0004	3.104574489	0	2.916775659	0.0012	3.845495485	0.0264	3.295218098	0.0002	3.330911498	0	0.008966667	0.047166667	0.000666667	0.007033333	0.000833333	0.0018
141	2.947264854	0	3.102042688	0.0002	2.937221135	0.0012	3.83982546	0	3.300579957	0.0004	3.326568984	0	0.000133333	0.000466667	0.0008	0.006933333	0.0007	0.001566667
142	2.946360271	0	3.102679313	0.0002	2.938507542	0.0004	3.834671458	0.0002	3.297331591	0.0016	3.328910568	0	0.000133333	0.0005	0.000866667	0.006966667	0.000866667	0.001566667
143	2.945504622	0	3.103732052	0	2.947877578	0.0004	3.829931737	0.0002	3.281815201	0.0018	3.326443015	0.0002	0.000133333	0.000433333	0.0008	0.006966667	0.000866667	0.0016
144	2.944200267	0.0002	3.096936499	0.0012	2.952160362	0.0004	3.869691179	0.0196	3.272989833	0.0002	3.324983923	0.0002	0.000166667	0.000266667	0.000666667	0.007733333	0.0008	0.0016
145	2.941182012	0.0002	3.098232519	0	2.948659858	0.0006	3.870675137	0	3.288958216	0.0014	3.363169142	0.006	0.000133333	0.000266667	0.0007	0.007733333	0.000933333	0.001066667
