Ntrain	Dimsum2	SP2	Dimsum5	SP5	Dimsum10	SP10	Dimsum15	SP15	Dimsum20	SP20	Dimsum25	SP25	Smooth2	Smooth5	Smooth10	Smooth15	Smooth20	Smooth25
139	2.896937115	0.0002	3.100350781	0	2.933472993	0.0002	3.791465724	0.0038	3.287826676	0.0012	3.341757237	0.065	0.021266667	0.056566667	0.004233333	0.034666667	0.029566667	0.024966667
140	2.894709503	0.0004	3.104574489	0.0002	2.916387787	0.0122	3.845495485	0.113	3.295218098	0.0004	3.330911498	0	0.021333333	0.0566	0.006233333	0.053466667	0.0094	0.024966667
141	2.893853247	0	3.102042688	0	2.936111885	0.0154	3.83982546	0.0002	3.300579957	0.001	3.326568984	0.0006	0.0001	0.004166667	0.007733333	0.032233333	0.006166667	0.011666667
142	2.892915442	0	3.102679313	0	2.937089809	0.0004	3.834671458	0.0026	3.297331591	0.0304	3.328910568	0.0004	0.0001	0.004133333	0.007766667	0.032666667	0.010133333	0.011666667
143	2.892138247	0	3.103732052	0	2.946250754	0.0046	3.829931737	0.0002	3.278425265	0.029	3.326443015	0.0002	0.0001	0.003533333	0.0082	0.032366667	0.011166667	0.011533333
144	2.890756567	0.0002	3.096936499	0.022	2.950085818	0.0008	3.869691179	0.1618	3.272989833	0	3.324983923	0.0084	0.000133333	0.0037	0.0056	0.046933333	0.010333333	0.012433333
145	2.941182012	0.0002	3.098232519	0	2.946651621	0.0026	3.870675137	0	3.286985691	0.015	3.363169142	0.1046	0.000133333	0.0037	0.006	0.0463	0.012633333	0.019033333
146	2.940326897	0	3.101049797	0.0042	2.947465875	0	3.861223303	0.07	3.271315346	0.0642	3.359610504	0.0002	6.66667E-05	0.004366667	0.003966667	0.039133333	0.023266667	0.019066667
147	2.933463623	0.0002	3.112688801	0.0046	3.176358821	0.4882	3.86412071	0.0006	3.265294507	0	3.369117593	0.0002	0.0001	0.005133333	0.082766667	0.0392	0.0231	0.019
148	2.924862088	0.0004	3.098106946	0.0036	3.176417374	0	3.858518335	0	3.284058258	0.078	3.380263977	0.035	0.000166667	0.005733333	0.0827	0.038766667	0.031033333	0.024766667
149	2.923330178	0.0004	3.095771597	0	3.176498045	0	3.864041903	0.0316	3.254978779	0.044	3.386235331	0.0426	0.000233333	0.005733333	0.081933333	0.044	0.033533333	0.031833333
150	2.919763842	0.0002	3.087642107	0.0008	3.21700872	0.0216	3.829797345	0	3.241141581	0.0022	3.39170758	0.0048	0.000233333	0.0022	0.0854	0.017033333	0.0339	0.031233333
151	2.918685017	0.0002	3.075067699	0.0012	3.214923619	0	3.826993719	0.0366	3.243316138	0.0002	3.400240982	0.0022	0.000233333	0.0024	0.084966667	0.023133333	0.031433333	0.014166667
152	2.917043933	0	3.051653305	0.0274	3.223304777	0.0008	3.830870722	0.004	3.293968738	0.0674	3.328911344	0.2032	0.000233333	0.006266667	0.0851	0.012133333	0.031966667	0.048
153	2.916640776	0	3.051362571	0	3.223622807	0.0002	3.829306523	0.0002	3.303735614	0.01	3.331098328	0	0.0002	0.0055	0.003766667	0.012066667	0.033633333	0.047966667
154	2.916460963	0	3.059045475	0.0036	3.201422271	0.0134	3.823017372	0	3.292383211	0.0016	3.332133488	0.0024	0.000133333	0.0055	0.006	0.012066667	0.0209	0.042533333
155	2.912547059	0	3.066926876	0.0092	3.204914056	0.0004	3.80892917	0.0006	3.320973667	0.0096	3.336411588	0.0002	6.66667E-05	0.007033333	0.006066667	0.0069	0.015166667	0.035466667
156	2.931974755	0.0024	3.073046931	0.0002	3.21405336	0.0012	3.809102356	0.0002	3.310824179	0.0032	3.323791309	0.0334	0.000433333	0.006933333	0.002666667	0.006933333	0.015333333	0.040233333
157	2.968526928	0.071	3.061876161	0.2218	3.214717127	0	3.80504391	0.0002	3.287065044	0.0188	3.298104848	0.0036	0.012233333	0.0437	0.002666667	0.000866667	0.018433333	0.040466667
158	2.967764962	0	3.061329328	0	3.215848197	0	3.856326763	0.0856	3.275011394	0.0022	3.367333891	0.1382	0.012233333	0.039133333	0.002533333	0.014466667	0.007566667	0.029633333
159	2.966964234	0	3.062003192	0.0024	3.218097932	0	3.842513193	0.0662	3.278080974	0.0004	3.36148968	0	0.012233333	0.039533333	0.0025	0.025466667	0.005966667	0.029633333
160	2.971913068	0.0028	3.067302734	0.0014	3.222699004	0.0002	3.844658399	0	3.257199764	0.0114	3.390172441	0.0104	0.0127	0.039166667	0.0003	0.025466667	0.0076	0.030966667
161	2.971650072	0	3.065556874	0	3.257058623	0.0566	3.848625077	0.0002	3.257050018	0	3.386387924	0.005	0.0127	0.037633333	0.009666667	0.0254	0.006	0.031766667
162	2.971242959	0	3.072979752	0.0006	3.34611879	0.0032	3.883080487	0.0086	3.250307169	0.0036	3.414955764	0.0074	0.0123	0.0377	0.01	0.0268	0.006066667	0.027433333
163	2.966984644	0	3.06832876	0.0008	3.354514306	0.0004	3.864318126	0.148	3.246487133	0.0056	3.416273406	0	0.000466667	0.000866667	0.010066667	0.051433333	0.003866667	0.026833333
164	2.966263614	0	3.067879423	0.0008	3.355482006	0.0002	3.908150748	0	3.274980696	0.0162	3.413672609	0	0.000466667	0.001	0.0101	0.037166667	0.0062	0.0038
165	2.97247842	0	3.063840527	0	3.360130912	0.0024	3.913781118	0.0006	3.275836775	0	3.386692874	0.0356	0.000466667	0.0006	0.0105	0.026233333	0.006133333	0.009733333
166	2.971975591	0	3.058303325	0.0014	3.360116285	0	3.893720874	0.0014	3.252232761	0.0232	3.375994	0.001	0	0.0006	0.010466667	0.026466667	0.0081	0.008166667
167	2.971665114	0	3.062110255	0.0002	3.360385189	0	3.901807657	0.0006	3.226826393	0.0498	3.376335115	0.0004	0	0.000633333	0.001033333	0.026533333	0.0164	0.0074
168	2.971045291	0	3.060369922	0	3.360075087	0	3.910541357	0.0012	3.215968374	0.2148	3.376002535	0	0	0.000533333	0.0005	0.0253	0.0516	0.006166667
169	2.970545382	0	3.06282184	0	3.36581075	0.001	3.913323283	0.0006	3.278930149	0.1162	3.355838002	0.1242	0	0.0004	0.0006	0.000733333	0.070033333	0.026866667
170	2.970674809	0.0002	3.050039246	0.0064	3.305312541	0.1542	3.911425014	0.0114	3.278075581	0.0006	3.363691346	0.0302	3.33333E-05	0.001333333	0.026266667	0.002633333	0.067433333	0.0319
171	2.970065911	0	3.049932174	0.0002	3.299783202	0.0022	3.915931923	0.0004	3.226220677	0.056	3.377229311	0.0172	3.33333E-05	0.001366667	0.026233333	0.0026	0.076766667	0.028833333
172	2.946998319	0.0002	3.050179016	0.0004	3.286403938	0.0004	3.915647296	0.0002	3.197676291	0.0046	3.376860574	0	6.66667E-05	0.0012	0.0263	0.0024	0.073666667	0.028666667
173	2.946328649	0	3.049854196	0	3.269867228	0.0102	3.916951822	0.0004	3.165925689	0.0038	3.38017259	0.0002	6.66667E-05	0.001166667	0.028	0.002366667	0.066	0.028633333
174	2.945813215	0	3.048693983	0	3.261827375	0	3.918823005	0.003	3.134708437	0.0046	3.365667806	0.0018	6.66667E-05	0.001166667	0.028	0.002666667	0.030966667	0.028933333
175	2.945046486	0	3.055065644	0.0004	3.265308941	0.0012	3.911739667	0.0002	3.091326245	0.1162	3.38935599	0.0006	6.66667E-05	0.001233333	0.028033333	0.0026	0.030966667	0.008333333
176	2.944698999	0	3.044918272	0.0006	3.263559948	0	3.911268844	0	3.097634456	0.0002	3.408897595	0.0652	3.33333E-05	0.000266667	0.002333333	0.0007	0.0309	0.014166667
177	2.716758096	0.1466	3.044815702	0	3.243238854	0.0942	3.910010152	0	3.126563093	0.0142	3.410065527	0	0.024466667	0.000233333	0.017666667	0.000633333	0.023933333	0.0113
178	2.716836022	0	3.058572903	0.0002	3.243073558	0.0002	3.915762645	0.0002	3.125424075	0.0002	3.409287508	0	0.024433333	0.0002	0.017633333	0.000633333	0.0232	0.0113
179	2.709354112	0	3.056026391	0.0008	3.223674443	0.0094	3.924192618	0.0584	3.148481715	0.0038	3.408150082	0	0.024433333	0.000333333	0.0175	0.0103	0.0232	0.011266667
180	2.686158685	0.0298	3.056763216	0.0114	3.256358427	0.0016	3.917342266	0.0004	3.142721745	0	3.408195939	0.0252	0.0294	0.002233333	0.017766667	0.009866667	0.022433333	0.015166667
181	2.645938936	0	3.057526561	0.0002	3.258812802	0	3.917139705	0.0002	3.134777152	0.0002	3.421585969	0.0004	0.0294	0.0022	0.017566667	0.009866667	0.0031	0.015133333
182	2.670065542	0.0008	3.060390572	0.001	3.280012419	0.0004	3.9553728	0.1534	3.133005031	0.0004	3.474849144	0.219	0.029533333	0.002266667	0.017633333	0.035433333	0.003133333	0.040766667
183	2.533532238	0.0004	3.06142768	0	3.265749726	0.0046	3.955111107	0.0006	3.149903169	0.0046	3.441655145	0.0842	0.005166667	0.002266667	0.0027	0.035533333	0.001533333	0.0548
184	2.3888479	0.0936	3.059102073	0.0022	3.26636549	0.0034	3.953224435	0.0004	3.111587273	0.0452	3.453047941	0.0006	0.020766667	0.0026	0.003233333	0.035566667	0.009033333	0.0549
185	2.387869309	0.0002	3.144464075	0.3998	3.270954281	0.0006	3.956193883	0.0008	3.131755692	0.0524	3.455744939	0.0002	0.0208	0.0691	0.001766667	0.025966667	0.017133333	0.054933333
186	2.387613633	0	3.146939409	0.0008	3.270152466	0.0004	3.935459342	0.0134	3.121694827	0	3.488838062	0.0554	0.015833333	0.067333333	0.001566667	0.028133333	0.017133333	0.059966667
187	2.394086737	0.1428	3.151600114	0.002	3.276837101	0.0032	3.965130213	0.0986	3.128932866	0.0002	3.492275061	0	0.039633333	0.067633333	0.0021	0.044533333	0.017133333	0.0599
188	2.417725013	0	3.141968138	0.056	3.281518538	0.0002	3.972471933	0.0258	3.12905337	0.0002	3.512751936	0.0336	0.0395	0.0768	0.002066667	0.023266667	0.0171	0.029
189	2.418412598	0	3.141712537	0	3.292378613	0.0008	3.977344257	0.0138	3.12482896	0.0004	3.520941139	0.0004	0.039433333	0.0768	0.001433333	0.025466667	0.0164	0.015033333
190	2.41557816	0.0002	3.133214036	0.0008	3.27591083	0.0022	3.974170566	0.0002	3.112533432	0.0072	3.523337545	0	0.023866667	0.076566667	0.001233333	0.025433333	0.010066667	0.014933333
191	2.415297173	0	3.133333707	0.0002	3.278669709	0.0004	3.994108096	0.0558	3.10287065	0.0006	3.524265388	0.0302	0.023833333	0.009966667	0.0012	0.0346	0.001433333	0.019933333
192	2.414369459	0	3.129724602	0.01	3.26073087	0.0068	3.986252214	0.1868	3.096473405	0.0004	3.526198513	0	0.023833333	0.0115	0.002266667	0.0635	0.0015	0.0107
193	2.411454445	0.0002	3.130376685	0.008	3.560812741	0.2878	4.031269062	0.0334	3.091408345	0.0002	3.513975729	0.0914	6.66667E-05	0.0125	0.0497	0.052633333	0.0015	0.025933333
194	2.415482822	0.0626	3.129304885	0	3.562806362	0.0042	4.026529504	0.0002	3.431901181	0.0344	3.518453242	0	0.0105	0.003166667	0.050366667	0.048366667	0.0072	0.020333333
195	2.415333734	0	3.128438389	0	3.570098125	0.0038	4.034901947	0.0884	3.074427188	0.0596	3.521544612	0.0004	0.0105	0.003166667	0.050866667	0.0608	0.017066667	0.020333333
196	2.415180013	0	3.133274437	0	3.560197104	0.0012	4.030245045	0.0004	3.076047528	0.001	3.59784882	0.064	0.010466667	0.003033333	0.0507	0.060833333	0.016033333	0.031
197	2.413682289	0	3.135220974	0.0856	3.833856634	0.278	4.030516987	0.0766	3.11647705	0.015	3.578096752	0.003	0.010466667	0.017266667	0.096966667	0.0643	0.018433333	0.026466667
198	2.412077046	0.0002	3.140373972	0.0006	3.834993211	0.0002	4.027302381	0.0004	3.116494927	0	3.557717735	0.006	0.0105	0.0157	0.095866667	0.033233333	0.018366667	0.027466667
199	2.404942432	0.0832	3.133941638	0.0004	3.846882688	0.0002	4.022735861	0.0024	3.093826551	0.011	3.549651608	0.0018	0.024333333	0.014433333	0.047933333	0.028066667	0.020166667	0.012533333
200	2.403227722	0	3.131917749	0.0002	3.857660461	0	4.016694867	0.0028	3.088038058	0.0002	3.519397828	0.0082	0.0139	0.014466667	0.047233333	0.0285	0.014466667	0.0139
