Ntrain	Dimsum2	LOOCV2	Dimsum5	LOOCV5	Dimsum10	LOOCV10	Dimsum15	LOOCV15	Dimsum20	LOOCV20	Dimsum25	LOOCV25
1	82.45317096	0.015336761	39.0744209	21.64451934	45.77570972	29.49519295	49.96169049	26.14799913	53.01833384	30.9799973	49.75913556	39.62702299
2	31.78251549	12.42922606	32.13690285	4.067189194	34.71989362	9.98826361	40.24871479	9.331234769	53.42056469	7.697601603	50.41973163	7.090640216
3	12.71108218	9.342178066	27.77512547	2.87155724	26.28781297	5.245231079	36.56924558	7.674462967	54.55812666	5.043926517	53.08394515	4.877647939
4	12.83195384	7.706679789	27.3549941	3.47922929	24.73857647	5.396217763	26.58466314	6.506042202	50.54521747	4.335287966	53.9061052	5.25452162
5	13.26336798	6.623442164	27.42103434	2.434353002	18.61995343	4.395194859	27.17035798	5.665800773	50.10201977	4.042287611	55.22270495	5.072942777
6	13.27541563	5.916713928	27.81298792	2.456016482	17.67859413	3.671516755	27.61263825	4.761728003	41.06926613	3.8620338	56.5811082	5.78410466
7	13.55696313	5.268884563	26.77598551	1.727989824	18.24520736	4.969902514	28.26024453	4.93134773	43.49985096	6.35040502	49.74925417	5.037441337
8	13.7228047	4.857507808	26.39838063	1.613748852	18.32299252	3.982868639	25.01714654	5.222229519	43.59941476	5.100111683	47.18907791	4.474865118
9	14.99496251	4.477448845	25.30350047	1.614085005	17.82362422	3.588086303	25.31775861	4.152831354	44.16344778	4.021509755	41.36343881	4.603236223
10	5.091386048	4.933469469	19.56734635	1.920080785	17.94335551	3.244412244	24.20937064	3.346053209	42.96954434	3.604975552	40.01594767	3.964601217
11	5.020668599	4.604621792	14.41294258	1.880193403	17.88324435	3.086360224	25.86712936	3.31617763	41.2045687	3.479900889	40.30677909	3.736570251
12	4.943389737	4.366831978	15.66937201	1.843781092	17.89611047	3.121569392	26.21160004	2.764077131	36.89693047	3.121536279	38.77991934	4.112514693
13	4.804377843	4.13684868	16.10279926	1.820436675	17.49771132	3.187877118	26.59804909	2.557204729	33.90517293	2.935825515	31.31373625	4.671836197
14	4.759230355	3.917285024	16.24482802	1.660753026	17.5958085	2.66061611	28.9059878	2.199581387	36.05699747	3.14342982	29.57662304	4.496536348
15	4.708012893	3.715254947	19.14048751	2.170438215	15.40019749	2.677865341	28.31608563	2.100175748	36.24751053	2.942537655	27.37737585	4.697723376
16	4.623184869	3.658591651	19.24000282	1.68679557	15.53242415	2.419024182	28.56411515	2.131225563	32.81152264	2.562082218	27.28442375	4.46292278
17	4.594023198	3.496691209	19.40309131	1.578061615	15.7634447	2.502370829	26.87430976	2.571466014	32.88094357	2.52427007	26.49506433	4.197273737
18	4.457132851	3.229646037	19.54184213	1.396050642	14.6152874	2.403728336	27.25862533	2.294213499	28.82062514	2.473132313	26.4144729	4.438932375
19	4.371716567	3.120550166	20.07182822	2.383913786	15.79134708	2.310280611	27.04017395	2.1998001	29.00832733	2.213156074	24.85891382	4.167069882
20	4.32459151	3.005726315	18.22613405	2.307405535	14.70269852	2.248124271	27.28971287	2.278251787	28.95558681	2.285121433	24.8334929	3.983265499
21	4.286147681	2.89327098	18.33156853	2.218487922	14.29670166	2.76997912	27.37156288	2.194134018	24.63311205	3.28594511	24.93075856	3.796925163
22	4.259601021	2.794661463	18.5061652	2.162763902	14.36498732	2.659692629	27.42732085	2.050473215	24.70328144	3.038822677	24.92339333	3.645803596
23	4.218761631	3.168959581	17.74215269	2.05040602	14.56297029	2.528101322	26.43265509	2.446085485	21.15607309	2.818206465	23.83862751	3.464672106
24	4.197923922	3.06329086	17.76449709	2.040702639	14.61421254	2.365157188	26.44937014	2.276427242	20.47074861	3.208826794	22.84795802	3.357163533
25	4.133152763	2.941656502	17.87820621	1.979007207	14.48897798	2.471588799	26.55981168	2.169758037	19.34050848	2.98138866	23.85074142	3.388677039
26	4.100584971	2.864080784	6.657212195	3.019214572	14.68804333	2.437020259	25.97962961	2.075804626	18.61940182	3.046714521	23.88305317	3.297730832
27	4.074335742	2.743736949	6.448948459	2.676275616	14.76547361	2.347869985	26.92432615	1.872951647	18.09069233	2.879530044	22.672737	3.195716325
28	4.074100478	2.653846673	6.348790275	2.602657175	14.72953925	2.292927017	24.61066692	1.953139589	16.61222539	3.013256298	21.98319263	3.099492401
29	4.049946068	2.574757358	6.122265998	2.439294672	14.91021469	2.198307311	24.92077407	2.014525043	16.66248356	2.892833768	22.04752253	2.945512855
30	4.031667812	2.533316362	6.072535811	2.343550444	15.10369929	2.10031355	24.93946263	1.960340417	16.66980011	2.930308105	22.11781323	2.858918034
31	4.047569944	2.926040389	6.043681247	2.319103918	15.38035495	2.129239134	23.88882942	2.161253409	16.67021126	2.833982044	23.97007117	2.771910597
32	4.017399513	2.851527885	6.044311723	2.200985537	15.52428104	2.015368423	23.92487616	2.158203845	16.68582474	2.794535396	23.99587209	2.672500915
33	5.088351549	3.750042727	5.936804632	2.00963037	15.5575965	1.918676726	24.26685844	2.06434821	16.29852369	2.974049356	24.19429645	2.650671184
34	5.050168272	3.895116531	5.730723485	1.835001709	15.58464895	1.927842818	24.35102022	1.960532795	15.27045113	2.893942028	24.23823385	2.51389701
35	4.83406483	3.689080145	5.668620048	1.820821202	15.60918317	2.01844614	24.36735768	1.911621888	14.89957024	2.860138521	24.32700721	2.397419712
36	4.81295646	3.773442524	5.64035142	1.775459432	16.05670018	2.163226565	24.41037159	1.866385426	12.60867552	2.957213174	22.74197706	2.616330763
37	4.793541113	3.720817101	5.338964814	1.950215439	16.02058854	2.062305358	24.20451444	2.025749606	12.54737798	2.876147274	21.63520661	2.468262765
38	4.974270375	3.73616717	5.331957393	1.911195894	17.07283164	1.870594915	24.11968361	2.041946627	12.55305428	2.952107292	20.41223179	2.31639715
39	4.779676356	3.664892972	5.220971333	1.920140882	17.16588534	1.822887421	23.05872696	2.145089601	12.03289396	2.988902545	19.79410355	2.183071892
40	4.762183163	3.643894594	5.303736786	1.873210044	16.77594869	1.803497353	21.87631722	2.095266426	11.38573287	2.918248085	19.82472584	2.123730983
41	4.912847	3.577922064	5.25347519	1.797155023	16.84668532	1.721652765	21.88632745	2.017024599	10.07513619	2.956030753	19.86734796	2.249286838
42	4.871692533	3.683181494	5.226190421	1.764014531	17.25787042	1.66699846	23.07550627	1.996237387	11.37255164	2.89370041	19.61398766	2.464390702
43	4.815174782	3.507147116	5.208001047	1.719253968	14.93761761	1.824525711	22.07642054	1.970727652	10.10033315	2.888630182	19.66691634	2.568901983
44	4.603025212	3.455093728	5.129928446	1.679546382	14.87719235	1.829114121	23.19152525	1.926360864	10.09750962	2.83282164	19.06740318	2.520822087
45	4.589699098	3.418479049	5.14993371	1.64651791	15.59738541	1.897886451	25.34714115	1.896902129	10.11092019	2.768986624	19.1085805	2.175802141
46	4.759843272	3.364245725	5.168302899	1.611136437	15.65468265	1.857121159	21.83807312	1.893778228	10.07011637	2.735544348	18.26225417	2.533839799
47	4.743475013	3.320635776	5.109744143	1.587971469	15.70167009	1.853055187	21.8658868	1.916451155	10.12762737	2.670468431	18.43052727	2.824697037
48	4.727188521	3.26731549	4.993564638	1.765566197	15.74290669	1.815218955	22.59939715	1.972804998	10.1856453	2.614115352	18.43418743	2.752435029
49	4.707948978	3.238370459	4.964234347	1.72945362	15.84411529	1.82321745	22.46761741	2.041417738	10.22434987	2.5817964	18.47493505	2.717673848
50	4.485526875	3.217087312	4.939596518	1.696186599	15.88352524	1.818803753	23.0552542	2.007100637	10.05018339	2.491784947	18.23828614	2.721850826
51	4.476384451	3.188363425	4.914756231	1.769227374	15.85532913	1.832226819	21.9052934	1.987673366	9.653651601	2.57498481	18.67080558	2.718867542
52	4.458377468	3.151394233	4.87938465	1.740758317	16.034423	1.769101759	20.58064909	2.07057017	9.648778485	2.527905931	18.78803538	2.727150368
53	4.482483527	3.111454928	4.891415984	1.767638506	15.98765437	1.740235157	21.30761678	2.057744616	9.678113859	2.473625536	18.86923665	2.785196656
54	4.468500178	3.077537295	4.814175579	1.826963316	10.49629729	2.068869262	18.80870576	2.101096126	9.709725753	2.43810273	19.55038951	2.75675596
55	4.438485946	3.049711769	4.801956571	1.792301954	10.57427323	2.033913801	18.79620699	2.064435197	9.769933981	2.438198475	17.1473972	2.80440421
56	4.404603247	3.047357937	4.735427851	2.04823838	10.61304816	2.01719982	5.147901021	2.260119285	9.755002969	2.388219022	17.01136305	2.757972892
57	4.37467495	3.009521974	4.74565109	2.038684316	10.6164462	1.997814734	4.866061423	2.128852125	9.757018281	2.351029735	17.02038684	2.729948711
58	4.364979515	2.976926379	4.817555771	1.926853231	10.62168824	1.968698984	4.828794365	2.127265495	9.748253427	2.313111796	17.08471322	2.522688781
59	4.276707301	3.10533841	4.810879903	1.892256746	10.59437524	1.961600268	4.805275714	2.050049436	9.659589423	2.286918156	17.28463683	2.441302374
60	4.27155086	3.07617767	4.830086453	1.860369561	10.02899738	1.911541648	4.85478654	2.078532941	9.767596132	2.298177287	16.88335081	2.402728437
61	4.262345069	3.048080441	4.8297219	1.852681194	10.10158571	1.905838333	4.82676586	2.051800804	9.804232988	2.344926438	16.76129884	2.418343477
62	4.229333541	3.018038751	4.830505565	1.827353414	10.13092588	1.898611449	4.853876304	2.019232377	9.216909315	2.397233801	16.84131268	2.538920482
63	4.204964057	2.990807361	4.851052537	1.83557797	10.12990196	1.889056139	5.11799438	2.110906482	10.15648065	2.447476443	13.79153005	2.684025272
