Npc	init	loc-alloc	full_loc_alloc	scaledinit
1	33509.11353	33509.11353	33509.11353	33.50911353
2	24497.11141	22535.87671	22535.87671	24.49711141
3	15757.26988	11741.27103	11741.27103	15.75726988
4	13438.21524	10618.12902	10618.12902	13.43821524
5	10913.19753	9400.545232	9400.545232	10.91319753
6	10418.64428	8878.422288	8878.422288	10.41864428
7	10028.71478	8450.753281	8450.753281	10.02871478
8	9519.25865	8146.602862	8146.602862	9.51925865
9	9022.733851	7940.680585	7940.680585	9.022733851
10	8904.587051	7789.607436	7789.607436	8.904587051
11	8775.91087	7580.271378	7580.271378	8.77591087
12	8570.687681	7484.75646	7484.75646	8.570687681
13	8373.995778	7304.906127	7304.906127	8.373995778
14	8289.322803	7216.66208	7216.66208	8.289322803
15	8226.198877	7131.527644	7131.527644	8.226198877
16	8169.024634	7090.94283	7090.94283	8.169024634
17	8123.735163	7076.699288	7076.699288	8.123735163
18	8056.268336	7017.310144	7017.310144	8.056268336
19	8009.979667	6975.888482	6975.888482	8.009979667
20	7960.144753	6946.161443	6946.161443	7.960144753
21	7936.049787	6974.035317	6974.035317	7.936049787
22	7881.638294	6956.965471	6956.965471	7.881638294
23	7858.804767	6916.902664	6916.902664	7.858804767
24	7835.990214	6931.410897	6931.410897	7.835990214
25	7815.49413	6921.87346	6921.87346	7.81549413
26	7816.907748	6933.481918	6933.481918	7.816907748
27	7794.376465	6926.987973	6926.987973	7.794376465
28	7793.733445	6907.558864	6907.558864	7.793733445
29	7740.866756	6916.235997	6916.235997	7.740866756
30	7739.492728	6949.340348	6949.340348	7.739492728
31	7723.276589	6948.753927	6948.753927	7.723276589
32	7727.250772	6968.85617	6968.85617	7.727250772
33	7723.824783	6980.996325	6980.996325	7.723824783
34	7738.015838	6993.156061	6993.156061	7.738015838
35	7740.163905	7017.026128	7017.026128	7.740163905
36	7738.100194	7044.213703	7044.213703	7.738100194
37	7752.864696	7038.493379	7038.493379	7.752864696
38	7771.005531	7058.648294	7058.648294	7.771005531
39	7787.845338	7110.228842	7110.228842	7.787845338
40	7796.854054	7126.624521	7126.624521	7.796854054
41	7818.82125	7153.026308	7153.026308	7.81882125
42	7840.655425	7162.424333	7162.424333	7.840655425
43	7856.385282	7144.530713	7144.530713	7.856385282
44	7858.751515	7130.381505	7130.381505	7.858751515
45	7867.960047	7142.46998	7142.46998	7.867960047
46	7872.232103	7149.65783	7149.65783	7.872232103
47	7897.516651	7193.754691	7193.754691	7.897516651
48	7914.052466	7215.520169	7215.520169	7.914052466
49	7938.937216	7255.443323	7255.443323	7.938937216
50	7953.556185	7272.66078	7272.66078	7.953556185
51	7974.651694	7317.498321	7317.498321	7.974651694
52	7996.133926	7370.434675	7370.434675	7.996133926
53	8025.069415	7387.020634	7387.020634	8.025069415
54	8057.24413	7410.729005	7410.729005	8.05724413
55	8064.540494	7437.141328	7437.141328	8.064540494
56	8103.747071	7471.391559	7471.391559	8.103747071
57	8122.994729	7489.287281	7489.287281	8.122994729
58	8138.986789	7499.412582	7499.412582	8.138986789
59	8154.738358	7544.339073	7544.339073	8.154738358
60	8177.593462	7588.133677	7588.133677	8.177593462
61	8199.218209	7642.302055	7642.302055	8.199218209
62	8217.116165	7690.442275	7690.442275	8.217116165
63	8248.254305	7712.2736	7712.2736	8.248254305
64	8273.320535	7735.159531	7735.159531	8.273320535
65	8310.089867	7764.761963	7764.761963	8.310089867
66	8329.981515	7820.87626	7820.87626	8.329981515
67	8349.669431	7857.981284	7857.981284	8.349669431
68	8389.329994	7879.777448	7879.777448	8.389329994
69	8414.153517	7901.337805	7901.337805	8.414153517
70	8448.241721	7926.50656	7926.50656	8.448241721
71	8486.387167	7958.878824	7958.878824	8.486387167
72	8522.566951	7976.815807	7976.815807	8.522566951
73	8554.533093	8036.849434	8036.849434	8.554533093
74	8587.265085	8059.701535	8059.701535	8.587265085
75	8620.186175	8101.205749	8101.205749	8.620186175
76	8657.166503	8133.018392	8133.018392	8.657166503
77	8690.770346	8178.847494	8178.847494	8.690770346
78	8718.750854	8210.484283	8210.484283	8.718750854
79	8752.519412	8248.511434	8248.511434	8.752519412
80	8794.210898	8289.814389	8289.814389	8.794210898
81	8835.123963	8318.033282	8318.033282	8.835123963
82	8876.762287	8343.70204	8343.70204	8.876762287
83	8904.599018	8373.251707	8373.251707	8.904599018
84	8947.009729	8413.339654	8413.339654	8.947009729
85	8976.748157	8457.520594	8457.520594	8.976748157
86	9016.358849	8490.377613	8490.377613	9.016358849
87	9057.237513	8533.166246	8533.166246	9.057237513
88	9100.985046	8551.391023	8551.391023	9.100985046
