Npc	init	loc-alloc	full_loc_alloc	scaledinit
1	27396.67778	27396.67778	27396.67778	27.39667778
2	20916.35697	19141.63187	19141.63187	20.91635697
3	14226.20841	11054.98083	11054.98083	14.22620841
4	12801.35529	10412.0624	10412.0624	12.80135529
5	11580.89857	9797.066501	9797.066501	11.58089857
6	11113.82269	9496.024773	9496.024773	11.11382269
7	10747.07404	9179.695423	9179.695423	10.74707404
8	10411.60781	8923.101117	8923.101117	10.41160781
9	10280.36867	8678.046012	8678.046012	10.28036867
10	10108.18686	8688.131079	8688.131079	10.10818686
11	9966.575114	8612.051335	8612.051335	9.966575114
12	9764.831922	7694.320224	7694.320224	9.764831922
13	9637.902842	7882.160915	7882.160915	9.637902842
14	9363.656262	7744.588035	7744.588035	9.363656262
15	9229.862347	7688.772599	7674.232437	9.229862347
16	9147.284215	7721.974671	7712.728943	9.147284215
17	8895.796916	7639.105763	7629.860035	8.895796916
18	8772.516145	7275.365234	7268.370035	8.772516145
19	8664.26564	7249.9364	7242.941201	8.66426564
20	8651.705182	7173.93496	7173.93496	8.651705182
21	8600.643966	7448.592273	7448.173492	8.600643966
22	8455.935651	7275.706407	7049.003792	8.455935651
23	8392.351922	6455.563352	6455.563352	8.392351922
24	8381.609544	6316.756424	6316.756424	8.381609544
25	8337.244055	6793.051799	6793.051799	8.337244055
26	8318.553451	6758.052912	6758.052912	8.318553451
27	8316.326168	6523.395247	6523.395247	8.316326168
28	8294.416534	6356.582251	6350.865724	8.294416534
29	8215.73899	6201.311863	6201.311863	8.21573899
30	8159.210033	5769.649999	5768.204583	8.159210033
31	8159.8726	5727.664437	5715.415807	8.1598726
32	8122.650938	6637.42407	6637.42407	8.122650938
33	8111.032843	6335.562585	6093.869705	8.111032843
34	8083.874283	6025.75853	5784.06565	8.083874283
35	8040.02721	6088.769727	6088.769727	8.04002721
36	8001.561818	6172.225927	6172.225927	8.001561818
37	7988.359861	6088.626474	6088.626474	7.988359861
38	7975.312958	5970.905044	5970.905044	7.975312958
39	7993.174245	5898.931767	5898.931767	7.993174245
40	8005.214529	5698.256718	5698.256718	8.005214529
41	8007.863984	5775.165895	5775.165895	8.007863984
42	7996.850608	6031.982699	6015.546533	7.996850608
43	7979.561757	6108.477063	6108.477063	7.979561757
44	7970.060306	6531.378042	6531.378042	7.970060306
45	7968.32567	6595.699186	6595.699186	7.96832567
46	7975.888551	6131.126496	6131.126496	7.975888551
47	7982.212943	6317.342981	6309.682721	7.982212943
48	8000.197244	6622.814264	6622.814264	8.000197244
49	7957.203404	6211.64864	6211.64864	7.957203404
50	7923.91366	6261.451055	6261.451055	7.92391366
51	7927.810251	6621.041812	6611.888152	7.927810251
52	7944.555187	6563.005501	6563.005501	7.944555187
53	7948.95166	6395.385693	6395.385693	7.94895166
