X,Y
49,2.994377100117583e-06
50,2.994377100117583e-06
50,2.994377100117583e-06
51,2.994377100117583e-06
51,2.994377100117583e-06
52,2.994377100117583e-06
52,2.994377100117583e-06
53,2.994377100117583e-06
53,2.994377100117583e-06
54,2.994377100117583e-06
54,2.994377100117583e-06
54,2.994377100117583e-06
55,2.994377100117583e-06
55,2.994377100117583e-06
56,2.994377100117583e-06
56,2.994377100117583e-06
57,2.994377100117583e-06
57,2.994377100117583e-06
58,2.994377100117583e-06
58,2.994377100117583e-06
59,2.994377100117583e-06
59,2.994377100117583e-06
60,2.994377100117583e-06
60,2.994377100117583e-06
61,2.994377100117583e-06
61,2.994377100117583e-06
62,2.994377100117583e-06
63,2.994377100117583e-06
63,2.994377100117583e-06
64,2.994377100117583e-06
64,2.994377100117583e-06
65,2.994377100117583e-06
65,2.994377100117583e-06
66,2.994377100117583e-06
66,2.994377100117583e-06
67,2.994377100117583e-06
68,2.994377100117583e-06
68,2.994377100117583e-06
69,2.994377100117583e-06
69,2.994377100117583e-06
70,2.994377100117583e-06
71,2.994377100117583e-06
71,2.994377100117583e-06
72,2.994377100117583e-06
72,2.994377100117583e-06
73,2.994377100117583e-06
74,2.994377100117583e-06
74,2.994377100117583e-06
75,2.994377100117583e-06
76,2.994377100117583e-06
76,2.994377100117583e-06
77,2.994377100117583e-06
78,2.4360332007311074e-06
78,2.4360332007311074e-06
79,1.5642260198779427e-06
80,1.563753010943693e-06
80,1.563753010943693e-06
81,1.47730977669569e-06
82,1.47730977669569e-06
82,1.47730977669569e-06
83,1.3875904788077508e-06
84,1.2150581777662955e-06
85,1.213516443064681e-06
85,1.213516443064681e-06
86,1.0795048915491624e-06
87,1.054311821109944e-06
88,1.0542333819975908e-06
88,1.0542333819975908e-06
89,1.0542333819975908e-06
90,1.0538495550966137e-06
91,1.0538495550966137e-06
91,1.0538495550966137e-06
92,1.0533276168793417e-06
93,1.0533276168793417e-06
94,1.0526751308465907e-06
95,9.790604674322154e-07
96,9.781751918938249e-07
96,9.781751918938249e-07
97,7.655541605450786e-07
98,7.655541605450786e-07
99,7.655541605450786e-07
100,7.655541605450786e-07
101,7.655541605450786e-07
101,7.655541605450786e-07
102,7.655541605450786e-07
103,7.655541605450786e-07
104,7.655541605450786e-07
105,7.655541605450786e-07
106,7.655541605450786e-07
107,7.655541605450786e-07
108,7.655541605450786e-07
109,7.655541605450786e-07
110,7.655541605450786e-07
111,7.655541605450786e-07
112,7.655541605450786e-07
113,7.655541605450786e-07
114,7.655541605450786e-07
115,7.655541605450786e-07
116,7.655541605450786e-07
117,7.655541605450786e-07
118,7.655541605450786e-07
119,7.655541605450786e-07
120,7.655541605450786e-07
121,7.655541605450786e-07
122,7.655541605450786e-07
123,7.655541605450786e-07
124,7.655541605450786e-07
125,7.655541605450786e-07
126,7.655541605450786e-07
127,7.655541605450786e-07
128,7.655541605450786e-07
129,7.655541605450786e-07
130,7.655541605450786e-07
131,7.655541605450786e-07
133,7.655541605450786e-07
134,7.655541605450786e-07
135,7.655541605450786e-07
136,7.655541605450786e-07
137,7.655541605450786e-07
138,7.655541605450786e-07
140,7.655541605450786e-07
141,7.655541605450786e-07
142,7.655541605450786e-07
143,7.655541605450786e-07
145,7.655541605450786e-07
146,7.655541605450786e-07
147,7.655541605450786e-07
148,7.655541605450786e-07
150,7.655541605450786e-07
151,7.655541605450786e-07
152,7.655541605450786e-07
154,7.655541605450786e-07
155,7.655541605450786e-07
156,7.655541605450786e-07
158,7.655541605450786e-07
159,7.655541605450786e-07
160,7.655541605450786e-07
162,6.378422279068351e-07
163,6.02881530871937e-07
164,3.5361858737765935e-07
166,3.352729339118578e-07
167,3.1345952539599926e-07
169,2.9563732891672847e-07
170,2.955480235081751e-07
172,2.7600847944586923e-07
173,2.4284203378335405e-07
175,2.4243688181914117e-07
176,2.4241394568204054e-07
178,1.9543862210896379e-07
179,1.9543862210896379e-07
181,1.920066938913224e-07
182,1.920066938913224e-07
184,1.920066938913224e-07
186,1.920066938913224e-07
187,1.920066938913224e-07
189,1.920066938913224e-07
190,1.920066938913224e-07
192,1.920066938913224e-07
194,1.920066938913224e-07
195,1.920066938913224e-07
197,1.920066938913224e-07
199,1.920066938913224e-07
200,1.920066938913224e-07
202,1.920066938913224e-07
204,1.920066938913224e-07
206,1.920066938913224e-07
208,1.920066938913224e-07
209,1.920066938913224e-07
211,1.920066938913224e-07
213,1.920066938913224e-07
215,1.920066938913224e-07
217,1.920066938913224e-07
219,1.920066938913224e-07
220,1.920066938913224e-07
222,1.920066938913224e-07
224,1.920066938913224e-07
226,1.920066938913224e-07
228,1.920066938913224e-07
230,1.920066938913224e-07
232,1.920066938913224e-07
234,1.920066938913224e-07
236,1.920066938913224e-07
238,1.920066938913224e-07
240,1.920066938913224e-07
242,1.920066938913224e-07
244,1.920066938913224e-07
247,1.920066938913224e-07
249,1.920066938913224e-07
251,1.920066938913224e-07
253,1.920066938913224e-07
255,1.920066938913224e-07
257,1.920066938913224e-07
260,1.920066938913224e-07
262,1.920066938913224e-07
264,1.920066938913224e-07
266,1.920066938913224e-07
269,1.920066938913224e-07
271,1.920066938913224e-07
273,1.920066938913224e-07
276,1.920066938913224e-07
278,1.920066938913224e-07
280,1.920066938913224e-07
283,1.920066938913224e-07
