X,Y
1,0.6266518062290517
2,0.01064132236818907
3,0.01064132236818907
4,0.001151956509272631
5,0.001151956509272631
6,0.0003052862119525877
7,0.0003052862119525877
8,0.00019166429700212043
9,0.00019166429698232756
10,0.00011757100990047384
11,0.00011757100990047384
12,5.5731008890193315e-05
13,5.5731008890193315e-05
14,3.0304784273607584e-05
15,3.0304784273607584e-05
16,3.0304784273607584e-05
17,3.0304784223588286e-05
18,3.0168763563551325e-05
19,3.0168763563551325e-05
20,1.791190040525028e-05
21,1.791190040525028e-05
22,1.1790361163713481e-05
23,1.1790361159121019e-05
24,1.1383842954019438e-05
25,1.1383842954019438e-05
26,8.196847612541005e-06
27,8.196847362075718e-06
28,8.196847362075718e-06
29,8.196847362075718e-06
30,7.62321429130702e-06
31,7.62321429130702e-06
32,5.3207878876642955e-06
33,5.3207878876642955e-06
34,5.2473996937228405e-06
35,5.247399678411449e-06
36,5.247399678411449e-06
37,5.247399678411449e-06
38,3.840818670975924e-06
39,3.840818670975924e-06
40,3.201528521526359e-06
41,3.201528521526359e-06
42,3.201528521526359e-06
43,3.201528325544425e-06
44,2.8508641418744454e-06
45,2.8508641418744454e-06
46,2.54452210138097e-06
47,2.544522082884036e-06
48,2.389653238265153e-06
49,2.389653238265153e-06
50,2.389653238265153e-06
51,2.389653233012936e-06
52,2.1663093820969284e-06
53,2.1663093820969284e-06
54,1.993087003329925e-06
55,1.6794608197263772e-06
56,1.6794608197263772e-06
57,1.6245698852917148e-06
58,1.6245698852917148e-06
59,1.6245698852917148e-06
60,1.6245698583806424e-06
61,1.5333150844470505e-06
62,1.533315035237376e-06
63,1.533315035237376e-06
64,1.533315035237376e-06
65,1.324752876928424e-06
66,1.324752876928424e-06
67,1.318369200011149e-06
68,1.3183691230435047e-06
69,1.3183691230435047e-06
70,1.3183691230435047e-06
71,1.0608710426492724e-06
72,1.0608710426492724e-06
73,9.965435032241483e-07
74,9.965435029291525e-07
75,8.856233682338703e-07
76,8.856233682338703e-07
77,8.856233682338703e-07
78,8.856233581539358e-07
79,8.609205271166093e-07
80,8.609205271166093e-07
81,8.365878032644703e-07
82,8.365877329223892e-07
83,8.365877329223892e-07
84,8.365877329223892e-07
85,8.173288792968261e-07
86,8.173288624573247e-07
87,8.173288624573247e-07
88,8.173288624573247e-07
89,7.882231691332656e-07
90,7.882231679796487e-07
91,7.069456326322385e-07
92,7.069456326322385e-07
93,6.034167117171639e-07
94,6.03416710744424e-07
95,6.03416710744424e-07
96,6.03416710744424e-07
97,5.866559272548536e-07
98,5.866559272548536e-07
99,5.479474921043571e-07
100,5.479474901822591e-07
101,5.479474901822591e-07
102,5.479474901822591e-07
103,5.427577880028396e-07
104,5.427577790878562e-07
105,5.427577790878562e-07
106,5.427577790878562e-07
107,4.9979586120569e-07
108,4.997958111190635e-07
109,4.997958111190635e-07
110,4.997958111190635e-07
111,4.914640794237414e-07
112,4.914640794237414e-07
113,4.1526698984206496e-07
114,4.1526698984206496e-07
115,3.8855023639040265e-07
116,3.8855023639040265e-07
117,3.8855023639040265e-07
118,3.885502153059728e-07
119,3.6745546354204014e-07
120,3.674554604674567e-07
121,3.674554604674567e-07
122,3.674554604674567e-07
123,3.6017081024441586e-07
124,3.6017081024441586e-07
125,3.6017081024441586e-07
126,3.601708080232163e-07
127,3.5359246544229607e-07
128,3.5359246544229607e-07
129,3.4095089226625094e-07
130,3.4095088342139775e-07
131,3.192426095718183e-07
132,3.192425881395766e-07
133,3.192425881395766e-07
134,3.192425881395766e-07
135,3.088142211933304e-07
136,3.0881422038273944e-07
137,3.0322785608506366e-07
138,3.0322785608506366e-07
139,2.8767732983929614e-07
140,2.8767732897945404e-07
141,2.8767732876671383e-07
142,2.8767732772148634e-07
143,2.8739774657874645e-07
144,2.8739774657874645e-07
145,2.8739774657874645e-07
146,2.873977255587018e-07
147,2.6468313240539176e-07
148,2.6468313036841596e-07
149,2.6468313036841596e-07
