Npc	init	loc-alloc	full_loc_alloc	scaledinit
1	45875.82005	45875.82005	45875.82005	45.87582005
2	34018.29442	30407.13037	30407.13037	34.01829442
3	23267.59174	16395.15547	16395.15547	23.26759174
4	21010.9883	15127.75472	15127.75472	21.0109883
5	18598.19939	13930.98892	13930.98892	18.59819939
6	18002.02676	13586.25533	13585.92074	18.00202676
7	17245.40236	13233.8095	13233.47492	17.24540236
8	16863.6335	12910.38903	12910.05444	16.8636335
9	16613.15971	12610.86745	12610.86745	16.61315971
10	16087.0176	12500.80817	12500.80817	16.0870176
11	15808.80152	12461.27611	12461.27611	15.80880152
12	15552.91035	12471.05204	12471.05204	15.55291035
13	15307.96724	12365.00255	12365.00255	15.30796724
14	15004.44899	12233.47694	12233.47694	15.00444899
15	14778.50728	12074.43844	12074.43844	14.77850728
16	14608.19716	11955.15473	11955.15473	14.60819716
17	14557.77913	11993.06359	11993.06359	14.55777913
18	14546.04278	11908.75966	11908.75966	14.54604278
19	14403.74721	11894.81635	11894.81635	14.40374721
20	14197.06245	11875.99962	11875.99962	14.19706245
21	14189.938	11725.96458	11725.96458	14.189938
22	14193.96271	11666.89546	11666.89546	14.19396271
23	14234.98956	11652.77046	11652.77046	14.23498956
24	14225.24073	11658.62087	11656.11744	14.22524073
25	14173.55993	11639.73738	11637.23395	14.17355993
26	14077.52324	11670.11737	11667.61394	14.07752324
27	14077.89161	11647.52128	11646.46555	14.07789161
28	14062.48454	11726.81146	11726.81146	14.06248454
29	14018.26112	11673.91229	11673.91229	14.01826112
30	14034.87668	11696.22601	11696.22601	14.03487668
31	13867.16926	11673.80179	11673.80179	13.86716926
32	13891.26692	11644.13491	11644.13491	13.89126692
33	13857.1007	11647.02116	11647.02116	13.8571007
34	13856.43321	11726.93588	11726.93588	13.85643321
35	13877.29783	11706.26048	11706.26048	13.87729783
36	13870.96484	11750.78538	11750.78538	13.87096484
37	13905.96047	11761.76749	11761.76749	13.90596047
38	13924.71905	11794.8659	11794.8659	13.92471905
39	13931.90593	11835.87013	11835.87013	13.93190593
40	13958.82458	11896.94953	11896.94953	13.95882458
41	13955.39617	11897.42114	11897.42114	13.95539617
42	13995.62656	11905.75208	11905.75208	13.99562656
43	14033.99463	11948.32113	11948.32113	14.03399463
44	14087.36285	11900.8446	11900.8446	14.08736285
45	14161.95385	11955.49709	11955.49709	14.16195385
