Npc	init	loc-alloc	full_loc_alloc	scaledinit
1	26812.60649	26812.60649	26812.60649	26.81260649
2	21162.82374	19190.53534	19190.53534	21.16282374
3	15231.73452	11032.01045	11032.01045	15.23173452
4	13606.58595	10467.86358	10455.60456	13.60658595
5	12335.7766	10012.38799	10003.34408	12.3357766
6	11994.3934	9812.444801	9800.185786	11.9943934
7	11664.9141	9592.828636	9519.555543	11.6649141
8	11427.57555	9411.787454	9350.88005	11.42757555
9	11109.6033	9210.573955	9134.32354	11.1096033
10	11039.85225	9133.528601	9049.43323	11.03985225
11	10954.07256	9045.364733	8987.465697	10.95407256
12	10804.20019	8959.368033	8951.307748	10.80420019
13	10784.44687	8919.53141	8902.207079	10.78444687
14	10746.88782	8866.420141	8824.415067	10.74688782
15	10596.3269	8817.430139	8764.019391	10.5963269
16	10467.71803	8740.674252	8672.975887	10.46771803
17	10421.70993	8675.1335	8584.273419	10.42170993
18	10389.19245	8600.794662	8526.019167	10.38919245
19	10358.32985	8587.469087	8587.469087	10.35832985
20	10332.35501	8505.340641	8483.239632	10.33235501
21	10338.93042	8445.287034	8416.257517	10.33893042
22	10305.12396	8499.130101	8385.334775	10.30512396
23	10302.84033	8495.39088	8355.995279	10.30284033
24	10303.82962	8472.669553	8391.446298	10.30382962
25	10322.30473	8489.041612	8364.241361	10.32230473
26	10325.46317	8476.872793	8304.310531	10.32546317
27	10314.54061	8385.81574	8276.331609	10.31454061
28	10313.40403	8396.699622	8294.574036	10.31340403
29	10286.17662	8359.124863	8359.124863	10.28617662
30	10292.80716	8351.832725	8291.800273	10.29280716
31	10317.45864	8427.13199	8396.242976	10.31745864
32	10333.75697	8439.085209	8336.764375	10.33375697
33	10353.27167	8399.907898	8255.298364	10.35327167
34	10361.79822	8435.025493	8393.887252	10.36179822
35	10383.11674	8422.515639	8380.959903	10.38311674
36	10415.6076	8420.196487	8368.029901	10.4156076
37	10444.02615	8509.121317	8323.281517	10.44402615
38	10470.06106	8488.920161	8307.251117	10.47006106
39	10456.23652	8333.431441	8304.149413	10.45623652
40	10479.51786	8475.921298	8284.279991	10.47951786
41	10498.29543	8378.880653	8281.423888	10.49829543
42	10531.72597	8532.727099	8302.767117	10.53172597
43	10554.21949	8549.426419	8334.106734	10.55421949
44	10583.16342	8476.901015	8303.673694	10.58316342
45	10607.57306	8435.54714	8355.821333	10.60757306
46	10620.37137	8445.63625	8351.52934	10.62037137
47	10648.50385	8465.175014	8325.230891	10.64850385
48	10655.85908	8427.514607	8317.298331	10.65585908
49	10671.93134	8449.472369	8331.961562	10.67193134
50	10699.24075	8451.399336	8321.208494	10.69924075
51	10734.84659	8498.686321	8370.304477	10.73484659
52	10771.6717	8508.703981	8395.661239	10.7716717
53	10802.75393	8426.962775	8396.91415	10.80275393
54	10822.12368	8570.271389	8460.147197	10.82212368
55	10838.73309	8566.655494	8485.365498	10.83873309
56	10855.47498	8584.86453	8494.010223	10.85547498
57	10870.6562	8544.999388	8494.759101	10.8706562
58	10900.12443	8606.116384	8469.985223	10.90012443
59	10933.37596	8632.390845	8529.300217	10.93337596
60	10957.3647	8668.341121	8551.655922	10.9573647
61	10996.10157	8717.03416	8620.824515	10.99610157
