Npc	init	loc-alloc	full_loc_alloc	scaledinit
1	27033.98413	27033.98413	27033.98413	27.03398413
2	20372.09874	18545.87855	18544.96629	20.37209874
3	13371.99723	10223.181	10222.26874	13.37199723
4	12041.17173	9792.919632	9792.919632	12.04117173
5	11215.93623	9410.226143	9410.226143	11.21593623
6	11030.79938	9270.360776	9270.360776	11.03079938
7	10887.06129	9103.717181	9091.309356	10.88706129
8	10589.10287	8967.281054	8954.873229	10.58910287
9	10523.93101	8845.799188	8836.8485	10.52393101
10	10404.53274	8658.397551	8658.397551	10.40453274
11	10245.24976	8706.511684	8705.008866	10.24524976
12	10125.92424	8640.969543	8601.807472	10.12592424
13	10010.7453	8456.024075	8448.597318	10.0107453
14	10008.84307	8393.267072	8393.267072	10.00884307
15	9959.885009	8291.199058	8291.199058	9.959885009
16	9886.235894	8251.278414	8251.278414	9.886235894
17	9791.50508	8220.656503	8220.656503	9.79150508
18	9786.612994	8184.4413	8184.4413	9.786612994
19	9781.765319	8184.327692	8172.506651	9.781765319
20	9717.916927	8031.087569	8031.087569	9.717916927
21	9690.780992	8048.869057	8036.214468	9.690780992
22	9633.91244	7924.751746	7924.751746	9.63391244
23	9635.534708	7947.021502	7832.310129	9.635534708
24	9587.974714	7888.092658	7888.092658	9.587974714
25	9606.037126	7965.458442	7933.628017	9.606037126
26	9609.066524	7920.078262	7914.867953	9.609066524
27	9623.764733	7956.408404	7920.568819	9.623764733
28	9586.813856	7821.035765	7781.386923	9.586813856
29	9570.547059	7800.165567	7784.143843	9.570547059
30	9545.003371	7812.904692	7805.914547	9.545003371
31	9535.369814	7840.473611	7822.591099	9.535369814
32	9561.141105	7817.254098	7812.358944	9.561141105
33	9579.830528	7805.601705	7714.388949	9.579830528
34	9584.427738	7715.785583	7678.287386	9.584427738
35	9578.614782	7725.282271	7708.6464	9.578614782
36	9543.208924	7734.92938	7707.63617	9.543208924
37	9511.910231	7693.912836	7651.254354	9.511910231
38	9437.66363	7684.96764	7679.156472	9.43766363
39	9457.813899	7669.175702	7663.364534	9.457813899
40	9482.506816	7726.508849	7726.508849	9.482506816
41	9506.43344	7593.594305	7593.594305	9.50643344
42	9529.471327	7718.99941	7718.99941	9.529471327
43	9549.929849	7726.255332	7724.136917	9.549929849
44	9554.849825	7683.021598	7683.021598	9.554849825
45	9587.808387	7658.235676	7658.235676	9.587808387
46	9615.615329	7706.49345	7657.337976	9.615615329
47	9622.083046	7671.568826	7666.920475	9.622083046
48	9648.399696	7731.681619	7722.027405	9.648399696
49	9668.564156	7726.673448	7720.46577	9.668564156
50	9696.425385	7711.690697	7711.690697	9.696425385
51	9693.207257	7683.334027	7683.334027	9.693207257
52	9707.64148	7722.902617	7722.902617	9.70764148
53	9722.76779	7668.212284	7668.212284	9.72276779
54	9758.179471	7682.524453	7682.524453	9.758179471
55	9776.352934	7678.4905	7665.872198	9.776352934
56	9809.047797	7768.781787	7768.781787	9.809047797
57	9826.289396	7780.132584	7771.199656	9.826289396
58	9845.555151	7823.217933	7823.217933	9.845555151
59	9860.418117	7748.82149	7748.82149	9.860418117
60	9872.249533	7768.056143	7768.056143	9.872249533
61	9901.674724	7761.188516	7761.188516	9.901674724
62	9927.355716	7784.055492	7784.055492	9.927355716
63	9957.544605	7875.369237	7875.369237	9.957544605
64	9982.618989	7802.543987	7802.543987	9.982618989
65	10011.04106	7872.646315	7872.646315	10.01104106
66	10038.85466	7951.550998	7946.998351	10.03885466
67	10067.29227	7985.839097	7985.839097	10.06729227
68	10093.49265	7984.684439	7984.684439	10.09349265
69	10113.90404	8012.188319	8012.188319	10.11390404
70	10117.68467	7987.349883	7987.349883	10.11768467
71	10141.21885	8038.808792	8038.808792	10.14121885
72	10147.28408	7994.669632	7994.669632	10.14728408
73	10175.85973	7986.84674	7986.84674	10.17585973
74	10210.25096	8021.094768	8021.094768	10.21025096
75	10240.53164	8056.204093	8056.204093	10.24053164
76	10264.09401	8097.853593	8073.255629	10.26409401
77	10290.08887	8168.543019	8168.543019	10.29008887
78	10327.99359	8164.228712	8164.228712	10.32799359
79	10343.29293	8127.127251	8127.127251	10.34329293
80	10379.22831	8142.641418	8142.641418	10.37922831
81	10380.90893	8196.363651	8187.741569	10.38090893
82	10405.63464	8275.026848	8275.026848	10.40563464
83	10437.41204	8196.472362	8196.472362	10.43741204
84	10465.80817	8187.081148	8187.081148	10.46580817
85	10500.90609	8308.69708	8308.69708	10.50090609
86	10515.62545	8321.574552	8321.574552	10.51562545
87	10545.71256	8324.474614	8324.474614	10.54571256
88	10579.85574	8314.70711	8311.105394	10.57985574
89	10619.45802	8373.024475	8369.422759	10.61945802
90	10626.43688	8457.558999	8438.240682	10.62643688
91	10655.44558	8472.126552	8472.126552	10.65544558
92	10669.76753	8446.541055	8446.541055	10.66976753
93	10696.22978	8531.269774	8523.566321	10.69622978
94	10726.29444	8509.780747	8502.077294	10.72629444
95	10756.18748	8503.733844	8503.733844	10.75618748
96	10795.91127	8574.895026	8567.191573	10.79591127
97	10808.6119	8655.187356	8655.187356	10.8086119
98	10833.79751	8650.841528	8650.841528	10.83379751
99	10865.73926	8679.466297	8679.357757	10.86573926
100	10904.04309	8687.48708	8687.48708	10.90404309
101	10935.34772	8710.446988	8710.446988	10.93534772
102	10968.31512	8768.742599	8768.742599	10.96831512
103	11004.56353	8759.560258	8759.560258	11.00456353
104	11026.44995	8786.859243	8786.859243	11.02644995
105	11042.15979	8801.799663	8801.799663	11.04215979
106	11069.09028	8852.639491	8852.639491	11.06909028
107	11101.84183	8848.618154	8848.618154	11.10184183
108	11137.94601	8897.647965	8897.647965	11.13794601
109	11160.10268	8903.583153	8903.583153	11.16010268
110	11192.79419	8969.298505	8969.298505	11.19279419
111	11208.18577	8952.608283	8952.608283	11.20818577
112	11246.78115	8978.853252	8978.853252	11.24678115
113	11279.19653	9101.051048	9077.602438	11.27919653
114	11304.00959	9043.849257	9043.849257	11.30400959
115	11331.90049	9067.922784	9067.922784	11.33190049
116	11369.56155	9087.516745	9087.516745	11.36956155
117	11400.78518	9171.674014	9171.674014	11.40078518
118	11433.18815	9239.178966	9239.178966	11.43318815
119	11467.5039	9316.39548	9307.535053	11.4675039
120	11508.35566	9344.900113	9336.039687	11.50835566
121	11527.27796	9355.926748	9347.066322	11.52727796
122	11553.00244	9386.180892	9376.970043	11.55300244
123	11592.4577	9388.831078	9388.831078	11.5924577
124	11620.56199	9445.538975	9434.860584	11.62056199
125	11660.6212	9479.031216	9469.820366	11.6606212
126	11695.18353	9452.934805	9449.831247	11.69518353
127	11734.11831	9458.06817	9458.06817	11.73411831
