iter	d2	d5	d10	d15	d20	d25
48	5.550173341	3.650760903	2.176200517	1.900111596	1.506773084	1.458174123
49	5.543890715	3.639966736	2.144987183	1.890723658	1.507248003	1.486045419
50	5.53781972	3.643181864	2.150266895	1.915578467	1.518276754	1.473101331
51	5.533098009	3.650247419	2.18980355	1.912685838	1.515693123	1.473450581
52	5.52895275	3.630629026	2.165036251	1.954893563	1.506882066	1.476646077
53	5.524148144	3.612211334	2.164318878	1.962520165	1.515611768	1.477411626
54	5.520976006	3.59666752	2.158459907	1.95047256	1.510965393	1.485839065
55	5.513555779	3.612917483	2.167030372	1.941582334	1.515735212	1.494923028
56	5.506735365	3.595666084	2.195519677	1.968088859	1.514775758	1.501170322
57	5.503805042	3.577374806	2.189724828	1.938932129	1.515983285	1.462825006
58	5.49918526	3.546495952	2.197587373	1.941088487	1.519691888	1.472130189
59	5.492434558	3.524831917	2.212973314	1.935588589	1.516476599	1.461208862
60	5.486856846	3.513600404	2.200975157	1.934315998	1.520258832	1.452769517
61	5.480431215	3.454425896	2.171831183	1.931780864	1.513417228	1.453122996
62	5.476259378	3.434166301	2.155217276	1.940419633	1.514777807	1.444090616
63	5.472066014	3.435179951	2.153841996	1.915053592	1.515741617	1.437827419
64	5.467113606	3.41924602	2.153645297	1.91326681	1.500724745	1.44597881
65	5.463488162	3.422188882	2.152485505	1.929825676	1.480572856	1.43406572
66	5.459360195	3.411196857	2.146555226	1.917987502	1.470627412	1.434903087
67	5.455535107	3.399691999	2.140874212	1.923809777	1.456131276	1.429792606
68	5.452490175	3.390654352	2.134562251	1.930356335	1.454376972	1.429153303
69	5.450001986	3.393637819	2.122417141	1.936956234	1.471958846	1.438105788
70	5.446218191	3.386324522	2.136091375	1.916700255	1.482154033	1.421909404
71	5.443005999	3.37818864	2.149251249	1.910496681	1.479083513	1.410709635
72	5.436606573	3.357066045	2.151411199	1.905635312	1.476103675	1.426770723
73	5.433413531	3.349958501	2.150612156	1.891830887	1.473337865	1.425588552
74	5.429366089	3.356135044	2.159323213	1.90162352	1.463646294	1.393419938
75	5.42717434	3.331952727	2.14696392	1.870887567	1.469090264	1.387609484
76	5.42138962	3.327296138	2.152663261	1.877208662	1.462414874	1.393746253
77	5.416928141	3.342221749	2.17231026	1.869407492	1.459244008	1.391087358
78	5.414496385	3.316909279	2.178691398	1.869894671	1.462589747	1.360873742
79	5.417576294	3.31648751	2.185897852	1.856179175	1.471139003	1.349912604
80	5.412601772	3.319671471	2.190943101	1.878551774	1.474009864	1.339114454
81	5.215892601	3.310640986	2.198343931	1.894695379	1.48033975	1.327970001
82	5.219158283	3.316032927	2.193275183	1.911590901	1.480238948	1.329231079
83	5.218624956	3.314393328	2.174786437	1.924287681	1.482824608	1.338712118
84	5.212349779	3.289650729	2.184061849	1.923353354	1.489050379	1.332617064
85	4.89731214	3.283467922	2.176382801	1.913287043	1.49162555	1.324475098
86	4.85003398	3.277497448	2.168679043	1.922489361	1.483171405	1.333704851
87	4.845662127	3.262248844	2.158490381	1.913918561	1.481738064	1.335302042
88	4.846306418	3.23413707	2.151018948	1.91430948	1.478565788	1.344780757
89	4.711239169	3.212705441	2.151177135	1.898131837	1.483703365	1.341207468
90	4.714808827	3.199982705	2.133199499	1.892414164	1.484094995	1.358398571
91	4.628022706	3.205289351	2.137918898	1.889715477	1.475425185	1.359276846
92	4.549269329	3.197415625	2.10236532	1.88526073	1.470733406	1.358233419
93	4.548936272	3.175940242	2.126747855	1.888001966	1.477860616	1.360015201
94	4.529591265	3.175259375	2.119816855	1.884766536	1.484837861	1.359297772
95	4.454818355	3.170103321	2.120406793	1.857492969	1.46816285	1.358905753
96	4.443407943	3.159595997	2.161838141	1.858887908	1.467247648	1.357047815
97	4.448425956	3.134425562	2.16193104	1.877477831	1.462035519	1.355871522
98	4.350842973	3.114656258	2.161605726	1.882053992	1.462393767	1.352426586
99	4.351230112	3.111340105	2.16944387	1.9009632	1.459715227	1.347765943
100	4.34940417	3.11286686	2.165995462	1.905273792	1.458565328	1.348171936
101	4.305825556	3.106976669	2.186615809	1.91654938	1.45551139	1.348050763
102	4.30762717	3.098175732	2.20500432	1.956984321	1.458989443	1.335544526
103	4.310612829	3.101992638	2.201095644	1.9535756	1.452125447	1.338281944
104	4.526316541	3.095331287	2.203671451	1.955188883	1.447190571	1.33794838
105	4.528763056	3.103246639	2.198339644	1.958338951	1.446870288	1.329647153
106	4.528747179	3.104790824	2.205029766	1.954723516	1.444546162	1.317057077
107	4.528767066	3.100505456	2.217703663	1.946834227	1.447658417	1.319427957
108	4.51996045	3.079134916	2.198153266	1.94690939	1.439568717	1.320414396
109	4.543904358	3.076995519	2.208541648	1.938437079	1.437745657	1.311350557
110	4.543544809	3.072638692	2.201242834	1.942231224	1.434912529	1.305499975
111	4.521291339	3.068122472	2.188808703	1.944096384	1.426856964	1.302844761
112	4.584345728	3.087460576	2.203497916	1.948501977	1.4293144	1.302495783
113	4.586117187	3.100659038	2.217407403	1.941827759	1.443936906	1.290901642
114	4.571879401	3.096304894	2.215733396	1.93736638	1.441590718	1.27951106
115	4.601926251	3.089275817	2.225200068	1.932145437	1.441526037	1.279511497
116	4.602045941	3.103727163	2.216911712	1.934621026	1.431294243	1.289257552
117	4.594612406	3.1122125	2.230457458	1.924982474	1.430264663	1.286786971
118	4.426212618	3.102149778	2.223809538	1.920157526	1.431586716	1.280669855
119	4.41895979	3.068462478	2.225203653	1.936108334	1.424994075	1.279669325
120	4.420579399	3.063375241	2.231982985	1.937627404	1.418483982	1.279897832
121	4.421919338	3.044852966	2.231670514	1.927619359	1.421943374	1.270428232
122	4.410736117	3.035799745	2.240186625	1.915242647	1.420046631	1.267019026
123	4.408652507	3.020208812	2.235598958	1.910629562	1.427382724	1.270601344
124	4.426521808	3.029249731	2.235011543	1.89488578	1.447619007	1.273216836
125	4.424610377	3.025411426	2.250024378	1.882676854	1.446151622	1.270892457
126	4.430220116	2.993259095	2.247139859	1.87886568	1.440659264	1.270704895
127	4.413828622	2.989217206	2.25188041	1.870553624	1.434721962	1.266502372
128	4.413265086	2.989415974	2.25551691	1.87098203	1.433418505	1.262536253
129	4.412046933	2.988335399	2.249492248	1.866733187	1.431358357	1.261333952
130	4.426194215	2.995367072	2.24276159	1.850482684	1.432006636	1.26210231
131	4.420537027	2.994737131	2.247863798	1.850602174	1.428712988	1.270800606
132	4.418801829	2.987691455	2.24095533	1.862600183	1.431717885	1.272851811
133	4.419101361	2.990535221	2.244211713	1.871789243	1.423732924	1.278406584
134	4.417577299	2.962873802	2.247970725	1.882371584	1.424107244	1.283919292
135	4.414187392	2.973984939	2.272123639	1.885878512	1.424588557	1.283256209
136	4.413466041	2.957115454	2.264301758	1.881948289	1.428684278	1.2923436
137	4.414794686	2.956304985	2.258759392	1.887172877	1.432682613	1.289653965
138	4.415468857	2.954104476	2.256471805	1.892054897	1.434575298	1.292920248
139	4.317432205	2.96129791	2.254657402	1.894610331	1.442725493	1.295354326
140	4.301695017	2.959999814	2.251574213	1.891760325	1.439514898	1.299522313
141	4.303450968	2.951697754	2.248634641	1.890642137	1.441980303	1.304231065
142	4.304126206	2.933389609	2.252926208	1.880212692	1.446010397	1.287584772
143	4.300360564	2.932326953	2.249867159	1.878739503	1.445553522	1.279232335
144	4.300424863	2.933947962	2.246565855	1.874373052	1.441020708	1.279962266
145	4.299384548	2.93455205	2.237469325	1.877362677	1.433316477	1.275400928
146	4.305931665	2.915014855	2.230656409	1.882760425	1.432259961	1.271942892
147	4.303113599	2.91623181	2.219895499	1.877732209	1.446544935	1.269432734
148	4.30205999	2.921593088	2.222565034	1.879467106	1.440462395	1.276158681
149	4.285732613	2.922078981	2.223474573	1.861154804	1.438530874	1.269179368
150	4.28917261	2.920998736	2.21911293	1.862687574	1.438445336	1.274049563
151	4.283945989	2.922566064	2.215896007	1.861120172	1.439605189	1.272407001
152	4.289673205	2.924473775	2.225873413	1.868407002	1.429810674	1.27014783
153	4.291010956	2.925619704	2.223535394	1.86935955	1.425529577	1.266159997
154	4.256578652	2.917887934	2.22783712	1.865324225	1.425001634	1.262858067
155	4.258192219	2.913736636	2.226417541	1.871258264	1.427342237	1.258096123
156	4.255851957	2.910419717	2.223941019	1.867043875	1.42601249	1.24705138
157	4.257622988	2.910874762	2.230944285	1.86836547	1.424772886	1.249987831
158	4.257581215	2.909511822	2.231374831	1.878458746	1.426368598	1.247217389
159	4.081832432	2.910681189	2.233392983	1.88742458	1.423715778	1.250772359
160	4.050055978	2.927650112	2.228973681	1.891340702	1.425087914	1.244987752
161	4.048365181	2.927121258	2.229693701	1.883243676	1.429955288	1.243333478
162	4.049655203	2.924966164	2.224098091	1.873728097	1.430980502	1.243200991
163	4.047749217	2.925759286	2.22234105	1.876809987	1.425569709	1.245282277
164	4.046394173	2.918205341	2.222376732	1.882452506	1.428614264	1.245585014
165	4.065911348	2.916907815	2.219483493	1.875062681	1.439406508	1.248892552
166	4.064687537	2.897593416	2.210003979	1.87283021	1.441102734	1.252806534
167	4.016874368	2.891483609	2.202213229	1.882526862	1.444049719	1.243008792
168	3.987627936	2.876128755	2.208061396	1.873088325	1.442534437	1.241282724
169	3.986808491	2.87359347	2.206337315	1.866603993	1.443492321	1.240060218
170	3.98337664	2.8691345	2.215211649	1.864961064	1.445234573	1.241327052
171	3.982175964	2.871439773	2.214656961	1.864639953	1.443545368	1.246931183
172	3.981627676	2.861967611	2.19437203	1.869865405	1.445203335	1.250778558
173	3.995422022	2.859911522	2.205501028	1.874874785	1.447790258	1.251481411
174	3.987175333	2.856901244	2.191588127	1.876647284	1.447900417	1.257717955
175	3.985391408	2.857886754	2.193757294	1.879439393	1.44876555	1.256268311
176	4.083947676	2.858339355	2.182619991	1.876841996	1.452309549	1.257616064
177	4.059932844	2.855529532	2.182697502	1.876473582	1.456155353	1.259757301
178	4.061777753	2.814877719	2.176550449	1.87547981	1.454538794	1.279644725
179	4.061132992	2.811754796	2.179738679	1.877243247	1.45350213	1.279533176
180	4.060793915	2.810588124	2.180173976	1.860024804	1.449995565	1.285649346
181	4.06087204	2.794898763	2.171802014	1.862857305	1.452104919	1.278693008
182	4.059554052	2.753711015	2.180554676	1.862645405	1.459999501	1.28539963
183	4.053768411	2.762698576	2.173303704	1.855403096	1.458092313	1.285474833
184	4.050270946	2.773267477	2.163771995	1.853933721	1.45751398	1.289545754
185	4.086494816	2.772576549	2.169443969	1.860311494	1.459771999	1.288717298
186	4.086780443	2.760546174	2.174512253	1.862597647	1.456116779	1.290606837
187	4.076225469	2.764550418	2.176455172	1.873760678	1.456964962	1.293199451
188	4.092281342	2.76238104	2.169728397	1.870106598	1.456663045	1.294719058
189	4.093566452	2.763075279	2.164950358	1.856339219	1.452879905	1.297199272
190	4.074248085	2.763446908	2.16167633	1.855274092	1.453522674	1.293754544
191	4.073973393	2.762571253	2.16034074	1.859036486	1.456373454	1.301731666
192	4.058284765	2.768418451	2.162132572	1.859627153	1.458313386	1.296190867
193	4.064031057	2.766090184	2.155496513	1.862261325	1.463453338	1.297354597
194	4.062511654	2.772973822	2.153921221	1.858443872	1.45937302	1.294100508
195	4.063528194	2.772396925	2.150562682	1.859991323	1.460240102	1.301892413
196	4.063832949	2.766084994	2.150440127	1.861021627	1.459746225	1.30157803
197	4.138540843	2.750091043	2.13699815	1.845800022	1.458265026	1.306011136
198	4.133770105	2.753361086	2.142046934	1.841525467	1.452591839	1.306556271
199	4.131791378	2.766870874	2.145778463	1.838640782	1.453580361	1.310542523
200	4.128987295	2.766829409	2.149139125	1.83432654	1.449529533	1.299983965
