Ntrain	Standard2	Symmetricmatern2	Matern2	Standard5	Symmetricmatern5	Matern5	Standard10	Symmetricmatern10	Matern10	Standard15	Symmetricmatern15	Matern15	Standard20	Symmetricmatern20	Matern20	Standard25	Symmetricmatern25	Matern25
99	3.416668864	2.20953097	1.144598042	4.195747033	4.411807283	3.973523116	5.128687713	3.8622327	5.002658933	6.205969665	5.250655366	6.056171097	5.542706405	5.217157357	6.663580049	6.149388209	5.562120181	6.46789478
100	3.409946274	2.210953892	1.139863204	4.310956933	4.373196742	3.979969785	5.107060524	3.904462735	4.988239111	6.062463391	5.231628683	6.03254473	5.716671811	5.184508851	6.667589007	6.113533263	5.548322823	6.454144873
101	3.415297997	2.212809849	1.139308827	4.386575767	4.322777151	3.937735024	5.093205883	3.886885432	4.978599322	5.989360522	5.216065746	6.011062891	5.56830745	5.223654115	6.567214236	6.077423623	5.562675579	6.432029893
102	3.414772568	2.217292224	1.089067011	4.377463147	4.32451373	4.000561774	5.13789439	3.868025277	4.937398159	6.017737933	5.232569918	6.013128099	5.610773439	5.233665409	6.533510724	6.110838732	5.549107517	6.396215959
103	3.417098839	2.218426817	1.071079974	4.344749991	4.274414741	3.914273295	5.299786594	3.851706	4.936931467	6.032512265	5.216201377	6.041716362	5.654108145	5.217424066	6.518230435	6.13872113	5.530724256	6.344546884
104	3.418026423	2.218136637	1.063526181	4.33767592	4.246295582	3.921692761	5.241124042	3.840707866	4.941914003	5.978895562	5.250345222	6.032980852	5.64241503	5.160647643	6.506078474	6.040806868	5.498986841	6.276724532
105	3.374665986	2.243746374	1.054830275	4.325360105	4.214771485	3.915464104	5.258255369	3.729214756	4.929456584	5.917074266	5.259943133	6.025059263	5.623553444	5.178804385	6.605816221	5.983625021	5.475745239	6.237106919
106	3.368920989	2.241936779	1.05147977	4.357687003	4.183919765	3.926013461	5.180361824	3.711001547	4.9037281	6.024674592	5.258761496	5.933295281	5.648837557	5.263705684	6.585481036	5.989110994	5.554027738	6.127403236
107	3.369290735	2.232094569	1.09942422	4.319261325	4.183404453	3.952858978	5.206785103	3.7039114	4.868807268	6.071689197	5.1983916	5.954814262	5.673893412	5.236621384	6.612664743	5.86798291	5.50677102	6.14511393
108	3.291326939	2.231875235	1.056986559	4.36123359	4.169349013	3.91307135	5.297291165	3.734457	4.820069466	6.011887319	5.183537724	5.87299721	5.634925218	5.273709489	6.531429522	5.983177348	5.523985131	6.126143667
109	3.292299815	2.213558254	1.053532149	4.303047067	4.149466293	3.917498079	5.370433553	3.72016903	4.769964257	6.130174812	5.206110685	5.868579849	5.665963776	5.192237398	6.466887101	5.992692916	5.526373341	6.084443376
110	3.328400596	2.202620513	1.102002105	4.269444797	4.12634019	3.868493725	5.417647667	3.755047725	4.750083418	6.027518481	5.215897233	5.839539126	5.687520898	5.148724554	6.422039226	6.226539988	5.48974279	6.083153138
111	3.325775391	2.144484298	1.101271703	4.274641299	4.124761298	3.871326886	5.357691887	3.75714087	4.750732173	5.932359106	5.202658236	5.824994531	5.734536786	5.196782033	6.384019382	5.980904082	5.454572486	6.123585517
112	3.331912936	2.157374793	1.057882302	4.357514202	4.076216098	3.889191222	5.327760075	3.733147346	4.745067627	5.949266677	5.163649766	5.841869034	5.710708778	5.201181644	6.336230559	5.972618804	5.471186596	6.018954287
113	3.420179068	2.095406515	1.052848414	4.343341254	4.061640776	3.949468679	5.312968443	3.730706434	4.70550755	6.031115005	5.168084799	5.831287605	5.817837764	5.150062298	6.313267392	5.986859383	5.466529892	5.98591189
114	3.417236315	2.094081221	1.049443609	4.38727323	4.068674964	3.860514975	5.365720643	3.734862755	4.672259018	6.075251492	5.220025988	5.845732558	5.831769065	5.232832932	6.333906263	6.150248932	5.446122336	5.990395739
115	3.400425009	2.095322338	1.045146872	4.364716752	4.040196899	3.858929909	5.329476312	3.727057496	4.669722932	6.060476691	5.212179631	5.770758047	5.797968615	5.229681661	6.10171352	6.231286723	5.432538769	5.973597999
116	3.417479827	2.099679767	1.039157925	4.367752096	4.030456836	3.916011418	5.348565936	3.747442209	4.61264603	6.144536047	5.186353244	5.78708472	5.818719017	5.215815647	6.144324877	6.143538416	5.427155409	6.004462888
117	3.391429129	2.10463729	1.036012144	4.448088828	4.015173314	3.903177819	5.339413302	3.762857221	4.561708926	6.113204387	5.19129174	5.748688165	5.853308311	5.236000199	6.030806681	6.171891673	5.426922574	5.995760004
118	3.340147586	2.104639474	1.035179573	4.30323954	4.01441529	3.904296041	5.301931831	3.765208082	4.561183013	6.130440688	5.196274814	5.730930341	5.86552731	5.234124482	5.942131692	6.217286852	5.478018764	5.989484328
119	3.413531954	2.104186844	1.025888871	4.29381265	4.043882701	3.90111619	5.343612433	3.758539293	4.541591942	6.088630062	5.207586055	5.73121996	5.837492615	5.182939558	5.913098073	6.176079015	5.502057638	5.926430336
120	3.348240139	2.097044554	1.022129628	4.367951019	4.104194582	3.889245278	5.327692222	3.81823297	4.527663161	6.138223418	5.204723519	5.675965637	5.843326716	5.179356752	5.917553851	6.226811244	5.514891524	5.871835417
121	3.375691217	2.095980439	1.021555036	4.403044643	4.105215062	3.839160105	5.309558458	3.822305225	4.51148708	6.169855186	5.216252	5.671880303	5.848929873	5.201620511	5.91221622	6.168088797	5.552615828	5.81164806
122	3.375496847	2.092478834	1.019784295	4.401054848	4.089774976	3.825291863	5.27291397	3.82181536	4.528152918	6.260260002	5.170616722	5.668112353	5.867855816	5.146918049	5.877243984	6.264284373	5.581355659	5.896341153
